,evteo1,You have made it to the center of the dungeon and have found the golden cheese! More content is coming! Please join our discord and show off your  backpack!,Ai ajuns la capătul aventurii si ai găsit Brânza de Aur! Alăturăte serverului de Discord si aratăne ghiozdanul!,
,evteo1cr8,"You see a golden cog upon the platform. Reaching out, it lifts into the sky. Your machinery will restore Orderia! This is only the beginning of your new machines!","Vezi o roată dințată de aur pe platformă. Întinzând mâna spre ea, se ridică spre cer. Mașinile vor restaura Orderia! Acesta este doar începutul noilor tale mașini!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1purse,"Your whiskers twitch. There it is - the golden cheese! With delicious food, many new villagers will flock to Orderia!","Mustatile iti tremuresc. Iată - brânza aurie! Cu mâncare delicioasă, mulți săteni noi se vor aduna în Orderia!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1tote,"Atop the altar is a golden seed - a ""Dreaming Seed"". With each seed, a new plant will spring to life in Orderia!","Deasupra altarului este o sămânță de aur - o „Sămânță visătoare”. Cu fiecare sămânță, o nouă plantă va prinde viață în Orderia!", WARNING: AUTO-TRANSLATION #####################################################
,evteb1,Continue in Endless Mode,Continuă la nesfârșit,
,evteb1o1,You continue forward! Things are about to get pretty hard...,Continui in față! Lucrurile se vor inrăutații rapid...,
,evteb2,New game!,Joacă din nou!,
,evteb2o1,You decide to start again for a new challenge!,Ai decis sa incepi de la inceput pentru o nouă provocare!, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,evldn,Locked door,Ușă încuiată,
,evldo1,You encounter a locked door. Will you open it?,Ai descoperit o ușa inchisă.,
,evldb1,Unlock the door,Descuie ușa.,
,evldb1o1,You open the door.,Ai deschis ușa.,
,evldb2,Leave,Pleacă,
,evldb2o1,You leave the door.,Pleci din fața ușii.,
,,,,
,,,,
,,,,
,ev1n,The master returns,Maestrul se Întoarce,
,ev1o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... 'May I help you further?' he asks. 'A few coins and I will give you an item for archers.'",Îl vezi de la distanță. Îngenunchiat dar nobil. Se pare că el te-a văzut de mult dinainte. Ochii lui te întrepătrund ușor. Simți de parcă îți citește sufletul cănd dintr-o dată... 'Te pot ajuta în călătoria ta? Doar niște aur și îți voi înmâna o armă vrednică pentru un arcaș',Îl vezi de la distanță WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1b1,Get an item,Primește un obiect,
,ev1b1o1,"He takes the coins and rubs them in his mouse paw. ""Just a few will do nicely. I hope this can help you further,"" he says.","Iți ia banii și iî freacă in palmă. ""Doar câțiva sunt de ajuns. Sper ca o să iți fie de folos"".",
,ev1b1o1t1,Fly true like an arrow,Zboară precum o săgeată,
,ev1b1o1t2,Be one with your aim,Fi unul cu Ținta,
,ev1b2,Not for me,Nu este pentru mine,
,ev1b1o2t,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""",Ințeleg' acesta spune în timp ce se rezemă de perete. 'Nu iți face griji. Arcașii vor venii. Temnița se va îmbunătații cu timp.', acesta spune în timp ce se rezemă de perete. 'Nu iți face griji. Arcașii vor venii. Temnița se va îmbunătații cu timp.'
,ev1b1o2t1,Archery requires time.,Arcașii au nevoie de timp.,
,ev1i1,The arrow flies straight.,Săgeata zboară drept.,
,ev1i2,The path of an arrow - to the heart,Calea unei săgeți - către Inimă,
,ev1i3,Archery is an art,Arcașii sunt artiști.,
,ev1i4,Arrows require patience,Săgețile necesită atenție.,
,ev1f1,May we meet again,Ne vom regăsii,
,ev1f2,In another life...,Înyr-o altă viață,
,ev1f3,Fly straight,Zboară drept.,
,ev1f4,Aim true,Țintește atent.,
,ev1f5,Bullseye.,Punch ochit,
,ev1f6,Stay in range,Stai in apropiere.,
,,,,
,ev2n,Master Archer,Maestrul Arcaș,
,ev2o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... ""A trade my sibling?"" he asks. ""Discard the tools of badgers. Be one with flight.""","Îl vezi de la distanță, îngenunchiat dar nobil. Se pare că el te văzuse de mult. Ochii lui sunt pătrunzători și intimidanți. Te simți de parcă iți vede in suflet... 'Niște comerț?'. 'Aruncă aceste ustensile de bursuci. Fi o parte a zborului.'", îngenunchiat dar nobil. Se pare că el te văzuse de mult. Ochii lui sunt pătrunzători și intimidanți. Te simți de parcă iți vede in suflet... 'Niște comerț?'. 'Aruncă aceste ustensile de bursuci. Fi o parte a zborului.'
,ev2b1,"Give a weapon, get archery kit.","Dă o armă, primește un arc și o săgeată.",Dă o armă WARNING: ENGLISH TEXT CHANGED #####################################################
,ev2b1o1,"He takes the weapon and tosses it into the darkness. ""This is not a weapon. It is a crutch."" He hands you new items.",Acesta iți ia arma si o aruncă în întuneric. 'Aceea nu se numește o armă' acesta iți spune in timp ca iți inmânează noile ustensile.,
,ev2b1o1t1,Welcome to the school of archery.,Bun venit in școala arcașilor.,
,ev2b2,Not for me,Nu este pentru mine.,
,ev2b2o1,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""",Ințeleg' acesta spune în timp ce se rezemă de perete. 'Nu iți face griji. Arcașii vor venii. Temnița se va îmbunătații cu timp.', acesta spune în timp ce se rezemă de perete. 'Nu iți face griji. Arcașii vor venii. Temnița se va îmbunătații cu timp.'
,ev2b2o1t1,Archery requires time.,Arcașii au nevoie de timp.,
,,,,
,ev3n,The retiring Chef,Fostul Bucătar,
,ev3o1,"Age has crept in around his snout. You can see the white fur and shaggy edges from around his coat. ""I'm getting out of the game,"" he says. ""If you have something to eat, I might as well give you my cleaver.""","""Nu mai sunt la fel de bun cum eram înainte"" spuse el. ""Dacă îmi poți da ceva să gatesc, presupun că poți avea unul din satârele mele.""",
,ev3b1,Trade food for a cleaver,Dă mâncare pentru un satâr,
,ev3b1o1,"Looks good to me, he says. You can't believe that he eats the whole thing without a moment's thought. ""Here you go,"" he says and hands you his chef knife. ""I won't be needing this any more.""","""Îmi țin cuvântul"" Spune el în timp ce scoate de sub veșminte un satâr. ""Nu voi mai avea nevoie de acesta.""",
,ev3b1o1t1,I loved that knife. Use it well!,Am iubit cuțitul ăla! Să iți fie de folos!,
,ev3b1o1t2,I hope you like it!,Sper să iți placă,
,ev3b2,No thanks!,Nu Mulțumesc!,
,ev3b2o1,You turn to leave.,Decizi sa pleci.,
,ev3b2o1t1,Sure you won't change your mind?,Ești sigur că nu te pot convinge?,
,ev3i1,Ah! Hope you aren't too hungry.,Ah! sper că nu iți era foame!,
,ev3i2,Oh my!,Vai de mine!,
,ev3f1,Eat well!,Mănâncă sănatos!,
,ev3f2,Be well fed!,Fi cu burta plină!,
,ev3f3,Taste victory!,Gustă victoria!,
,ev3f4,Stay full!,Fi cu burta plină!,
,ev3f5,Find cheese!,Gasește brânza!,
,ev3f6,Welcome! Eat well!,Mănâncă sănatos!,
,ev3f7,Ah! A customer!,Un cumpărător!,
,,,,
,ev4n,Chef's platter,Farfuria Bucătarului,
,ev4o1,"Is that grilled onion you smell? And the scent of garlic? Oh wow! You want some so bad! ""My friend!,"" the mouse shouts to you. ""Let me indulge you!""","Aia este ceapă la grătar pe care o miroși? Și mirosul de usturoi? Oh wow! Îți dorești atât de rău să guști! „Prietene!”,strigă șoarecele. — Lasă-mă să te răsfăț!", WARNING: AUTO-TRANSLATION #####################################################
,ev4o1cr8,"Your gears shift and churn. Is that the aroma of food? Somewhere deep within you, a memory stirs. But you cannot smell anything. The mouse shouts to you. ""Let me indulge you!""","Roțile tale se schimbă și se învârtesc. Asta e aroma alimentelor? Undeva în adâncul tău, o amintire se agită. Dar nu poți mirosi nimic. Şoarecele îţi strigă. — Lasă-mă să te răsfăț!", WARNING: AUTO-TRANSLATION #####################################################
,ev4b1,Buy some food!,Cumpără niște mâncare!,
,ev4b1o1,"Very good, he says. ""Another perhaps?""",Foarte bine! Mai dorești?,
,ev4b2,"No, thank you","Nu, mulțumesc",Nu WARNING: ENGLISH TEXT CHANGED #####################################################
,ev4b2o1,"Very good sir, he says. ""But please do change your mind.""",In regulă dar te rog răzgândește-te!,
,ev4b2o1t1,More food to be had!,Este multă măncare!,
,ev4b2o1t2,Eat again!,Mai mănâncă!,
,,,,
,ev5n,Eyes,Ochi,
,ev5o1,The wall splits open. Inside you can see a vast abyss. Green eyes peer in. You recognize them as the eyes of a predator. Strange sounds echo from the place and an offer is made...,Pereții se desfac. Înăuntru vezi un hau plin și tot o dată gol. De nicăieri o pereche de ochi verzi te întâmpină. Sunete ciudate se varsă dinăuntru si o decizie trebuie luată..., o pereche de ochi verzi te întâmpină. Sunete ciudate se varsă dinăuntru si o decizie trebuie luată...
,ev5b1,Take a rare item for a curse,Ia un obiect rar si un Blestem,
,ev5b1o1,You can feel an acknowledgement and an item appears. The eyes watch as a horrible curse is placed in your backpack,Ochii se uită la tină in timp ce un blestem este pus asupra ghiozdanului tău,
,ev5b1o2,"Two items appear in front of you, but a horrible curse has been placed upon you. The eyes give no sign of emotion.",Ochii nu dau niciun indiciu de emoție dar tu te simți copleșit de un puternic blestem,Ochii nu dau niciun indiciu de emoție WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5b2,No thanks,"Nu, mulțumesc.", mulțumesc.
,ev5b2o1,The eyes watch you. They show no sign of emotion. ,Ochii se uită la tine. Nu clipesc., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i1,01100111 01101111 01101110 01100101,01100111 01101111 01101110 01100101,
,ev5i2,01110111 01100001 01110010,01110111 01100001 01110010,
,ev5i3,01101101 01100001 01101011 01100101 01110010 01110011,01101101 01100001 01101011 01100101 01110010 01110011,
,ev5f1,01110010 01100101 01101100 01101001 01100011 01110011,01110010 01100101 01101100 01101001 01100011 01110011,
,ev5f2,01100100 01100001 01101110 01100111 01100101 01110010,01100100 01100001 01101110 01100111 01100101 01110010,
,ev5f3,01100001 01101000 01100101 01100001 01100100,01100001 01101000 01100101 01100001 01100100,
,,,,
,ev6n,Brandy the Otter,Vidra Brandy,
,ev6o1,"Well, howdy! she says as you approach! Her nose wiggles and she shakes her gigantic tail. ""I've been doing some fishing. Care to buy one?""","Bună! spuse ea în timp ce te apropiai! Ea dă din nas și din marea sa coadă. ""Am pescuit mult azi, vrei să cumperi unul?""",
,ev6b1,Buy a fish!,Cumpără un pește!,
,ev6b1o1,"She tosses you a fish. ""Care for another?""","Iți arunc- un pește. ""Ce spui de încă unul?""",
,ev6b1o1t1,Hope you enjoy it!,Sper să iți placă,
,ev6b1o1t2,That's good!,Sper să iți placă,
,ev6b2,No thanks,Nu mulțumesc!,
,ev6b2o1,You say no. The smell is starting to get to be a bit much.,Nu mai poți să suporți mirosul așa că refuzi.,
,ev6b2o1t1,I'm still here if you want more!,Sunt incă aici dacă mai vrei!,
,ev6b2o1t2,"If you want a fish, let me know!",Spune-mi dacă mai vrei un pește!,Spune-mi dacă mai vrei un pește! WARNING: ENGLISH TEXT CHANGED #####################################################
,ev6i1,Well howdy traveler!,Bună aventurierule!,
,ev6i2,"Nothing like a good fish, ya hear?","Nimic precum un pește bun, știi ce zic?! ",Nimic precum un pește bun! WARNING: ENGLISH TEXT CHANGED #####################################################
,ev6i3,I'm hungry! Need to chomp!,Ce foame îmi e! Ție nu?,
,ev6i4,Oh! Well how ya' doin' friend?,Ce mai faci prietene?,
,ev6i5,Mmm... hi howdy there!,Mmm... Bună!,
,ev6f1,See you again soon!,Pa!,
,,,,
,ev7n,The Forge - Shield,Furnalul - Scuturi,
,ev7o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Un burșuc cu brațe puternice și bine făcute stă lângă nicovala sa. Ea dă din cap spre tine. ""Eu repar,"". Bursucii sunt cunoscuți să nu folosească prea multe cuvinte ""Îmbunătățiri?"" te întreabă.",
,ev7b1,Add 4 block,Adaugă 4 apărare,
,ev7b1o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.",Cu căteva lovituri de ciocan ea iți remodelează scutul. Nu ai fi crezut că poate arăta așa bine!,
,ev7b1o1t1,You enjoy.,Bucurăte.,
,ev7b2,Add 1 spike,Adaugă 1 țepi,
,ev7b2o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.",Cu căteva lovituri de ciocan ea iți remodelează scutul. Nu ai fi crezut că poate arăta așa bine!,
,ev7b2o1t1,Better now.,Mai bun acum.,
,ev7b3,Add 1 haste,Adaugă 1 viteză,
,ev7b3o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.",Cu căteva lovituri de ciocan ea iți remodelează scutul. Nu ai fi crezut că poate arăta așa bine!,
,ev7b3o1t1,Work fun.,Munca este distractivă.,
,ev7b4,No thanks,Nu mulțumesc., mulțumesc.
,ev7b4o1,She nods and carries on her work.,Acesta dă din cap și se întoarce la munca ei.,
,ev7b4o1t1,Work to do.,Multă muncă.,
,ev7b4o1t2,No want?,Nu vrei?,
,ev7b4o1t3,Still here...,Incă ești aici...,
,ev7i1,This my forge,Acesta este magazinul meu.,
,ev7i2,Welcome to forge,Bun venit.,
,ev7i3,I am a crafter,Sunt un meșter.,
,ev7i4,I craft for ages...,Am reparat pentru an intregi,
,ev7f1,Be well,Fi bine,
,ev7f2,Be strong,Fi puternic,
,ev7f3,Be fierce,Fi curajos,
,ev7f4,Be like Badger,Fi precum un bursuc,
,,,,
,ev8n,The Forge,Furnalul - Arme, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Un burșuc cu brațe puternice și bine făcute stă lângă nicovala sa. Ea dă din cap spre tine. ""Eu repar,"". Bursucii sunt cunoscuți să nu folosească prea multe cuvinte ""Îmbunătățiri?"" te întreabă.",
,ev8b1,Add /x damage to a weapon,Adaugă /x daune, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b2,Add /x poison to a weapon,Adaugă /x otravă, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b3,Add /x burn to a weapon,Adaugă /x scăntei, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b4,Add /x slow to enemy to a weapon,"Nu, mulțumesc.", mulțumesc. WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b5,Add /x block to armor,Adăuga /x apărări la armură, WARNING: AUTO-TRANSLATION #####################################################
,ev8b6,Add /x block to a shield,Adăuga /x apărări la un scut, WARNING: AUTO-TRANSLATION #####################################################
,ev8b7,Add /x haste to a shield,Adăuga /x viteză la un scut, WARNING: AUTO-TRANSLATION #####################################################
,ev8b8,Add /x spikes to a shield,Adăuga /x țepi la un scut, WARNING: AUTO-TRANSLATION #####################################################
,ev8b9,Add conductive to armor,Adăuga conductivitate la armură, WARNING: AUTO-TRANSLATION #####################################################
,ev8b10,Add /x energy to clothing,Adăuga /x energie la îmbrăcăminte, WARNING: AUTO-TRANSLATION #####################################################
,ev8b11,Add /x haste to a structure,Adăuga /x viteză unei structuri, WARNING: AUTO-TRANSLATION #####################################################
,ev8b12,Add /x regen to a ring,Adăuga /x regen la un inel, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13,No thanks,"Nu, Mulțumesc.", WARNING: AUTO-TRANSLATION #####################################################
,ev8b13o1,She nods and carries on her work.,Ea dă din cap și își continuă munca., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t1,Work to do.,Treabă de făcut., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t2,No want?,Nu vrei?, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t3,Still here...,Incă aici..., WARNING: AUTO-TRANSLATION #####################################################
,ev8bsos,"She takes the item, turns it a few times, and then presses it to her anvil. Her hammer sends sparks flying and you turn around to cover your eyes. When you turn back, it glows with a new purpose.","Ea ia obiectul, îl întoarce de câteva ori și apoi îl apasă pe nicovală. Ciocanul ei zboară scântei și te întorci pentru a-ți acoperi ochii. Când te întorci, strălucește cu un nou potențial.", WARNING: AUTO-TRANSLATION #####################################################
,ev8bsosts,I help,Eu ajut., WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,ev9n,Healer,Ajutător,
,ev9o1,The porcupine's have travelling clinics throughout the dungeon. They seek to heal the animals who venture deep into the dangers here.,Aricii au multe clinici mobile in temniță. Scopul lor este să ajute animalele care se găsesc atât de adânc în temniță.,
,ev9b1,Heal 25 health,Recuperează 25 viață,
,ev9b1o1,"She runs her paw across your wounds. The quills on her back shake and you are lost in the sound of them. When you come to, many wounds are healed.",În două clipiri multe dintre răni se vindecă miraculos.,În două clipiri WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b1o1t1,You look stronger my dear!,Arați mai puternic!,
,ev9b1o1t2,Glad to have helped you!,Mă bucur că ți-am fost de folos,
,ev9b1o1t3,I am here for you!,Sunt aici pentru tine!,
,ev9b1o1t4,Those wounds are gone.,Rănile au dispărut.,
,ev9b2,Gain 5 max health ,Primește 5 viață maximă., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1,She reaches out and you feel a great strength rising! For a moment you seem to lift off the floor.,Mâna ei se aproprie de tine ușor. Simți noi puteri adânc in sufletul tău.,Simți noi puteri in sufletul tău. WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1purse,"She reaches out to you. You feel a great strength in you rising. Your paws are firmly planted, but it almost feels that you are floating.",Mâna ei se aproprie de tine ușor. Simți noi puteri ți de parcă ai începe să plutești., WARNING: AUTO-TRANSLATION #####################################################
,ev9b2o1t1,You are stronger now than before.,Mult mai puternic decât înainte!,
,ev9b2o1t2,I see your strength.,Iți văd puterea,
,ev9b2o1t3,May you achieve what seemed impossible.,Mult mai puternic decât înainte!,
,ev9b2o1t4,Your bravery astounds me.,Curajul tău mă uimește!,
,ev9b3,Remove all curses,Scapă de toate blestemele,
,ev9b3o1,"I sense a great disturbance, she says. ""Something horrible has been placed in your backpack. Let me see."" She removes a single quill and pokes it into your bag carefully in several spots. ""That should do it,"" she says.",Ghiozdanul tău este inpus de arici in unele locuri iau blestemele dispar,
,ev9b3o1t1,The curses can't hurt you now.,Nu mai trebuie sa iți fie frică de blesteme,
,ev9b3o1t2,Your backpack is a true friend.,Ghizdanul tău este un prieten adevărat,
,ev9b3o1t3,Curses are temporary.,Blestemele sunt temporare,
,ev9b3o1t4,Heroics are forever.,Eroii sunt eterni.,
,ev9b4,Nothing for me,Nimic pentru mine.,
,ev9b4o1,Very well she says.,Foarte bine...,
,ev9b4o1t1,We are with you,Sunt aici pentru tine!,
,ev9i1,Welcome to our healing center!,Bun venit la clinică,
,ev9i2,We are here to protect the brave!,Sunt aici pentru a te proteja,
,ev9i3,"Come hero, let me heal you!",Vino eroule! Să te readuc la puterea ta maximă!,Vino să te apăr WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9f1,Stay safe!,Fi atent!,
,ev9f2,My sisters are here for you!,Surorile mele sunt aici pentru tine!,
,ev9f3,May we meet again!,Sper să ne reîntâlnim,
,,,,
,ev10n,Magic Font,Omagiu Magic,
,ev10o1,"Nestled deep in a throng of mushrooms you see a magical font, its cool waters flowing. Above the water, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting.",Nici nu poți sa înțelegi ce ar putea însemna aceast omagiu, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting. WARNING: ENGLISH TEXT CHANGED #####################################################
,ev10b1,Say a prayer...[+3 max hp],Roagă-te...[+3 viață maximă],
,ev10b1o1,"You wish to make it home safely, your backpack overflowing with rare cheeses. You feel a warmth in you. You can do this!",Te rogi să ajungi acasă cu multă branză de aur. Simți o căldură inexplicabilă în sufletul tău. Vei Reușii!,Te rogi să ajungi acasă cu multă branză de aur. WARNING: ENGLISH TEXT CHANGED #####################################################
,ev10b2,take a bath [+15 hp],Fă o baie [+15 viață],
,ev10b2o1,The water feels warm and relaxing on your skin. The croaking grows louder. From behind a mushroom a frog nods at you. Your wounds are healed.,Apa este caldă si miristică. Te simți invigorat cu puteri noi,
,ev10b3,Kick it over! [Start a battle!],Distruge! [Incepe o bătălie!],
,ev10b3o1,"You watch the water as it flows across the floor of the dungeon. It pools up around the feet of an enemy. You look up. The frogs are not happy. ""Zealot!"" they cry and attack!","Te uiți cum apa se scurge pe podea si ajunge la tălpile unui inamic. ""Păgân!""",
,,,,
,ev11n,Buckler-o,Scut-aruncă,
,ev11extra,Drop the li'l Buckler! You can take the item you land on!,Aruncă micul scut! Primești obiectul pe care aterizează!,
,ev11i1,Nothing up my sleeves!,Nimic ascuns!,
,ev11i2,My left foot is lucky!,Talpa mea stangă e cea norocoasă!,
,ev11i3,My house looks like a hat!,Casa mea arată ca o pălărie!,
,ev11f1,Magical!,Magic!,
,,,,
,ev12n,The Alchemist,Alchimistul,
,ev12o1,"Well hello there. Her voice is cool and friendly - not what you expected. ""May I interest you in some potions? In return... I ask for just a taste."" ""A taste? Of me?"" you ask. ""Just a nibble darling,"" she says. ""You'll barely feel a thing.""","Vocea ei este calm- si prietenoasă - nu este exact ceea la ce te așteptai. ""Pot să te interesez in una din poțiunile mele? In schimb cer o simplă gustare"" ""O gustare? Din mine?"" întrebi. ""Doar o mică mușcătură"" spune alchimista. ""Abia vei simți ceva...""",
,ev12b1,Get a potion. [Lose 5 health],Primește o poțiune. [pierzi 5 viață],
,ev12b1o1,"Her teeth press into your neck. ""Oh delicious. May I tempt you again?"""," ""Oh delicios. Te mai pot tempta o datâ?""",
,ev12b2,No thanks!,Nu mulțumesc.,
,ev12b2o1,"Very well darling, she says. ""Though I am sorry to see you go.""",Cum zici tu.,
,ev12b2o1t1,"Your loss, my sweet.",Pierderea ta dulceață!,Pierderea ta. WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i1,"So vital. Mmm, delicious.",Atât de delicios de vital!,Atât de vital. WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i2,The proper ingredients for the potion...,Ingredientele perfecte pentru această poțiune.,
,ev12i3,We brew what we can  to do what we must,Facem ce putem pentru ceea ce vrem,
,ev12i4,"A drop of red, a drop of green...",Puțin roșu... Niște verde...,Puțin roșu WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12f1,My dear there are reasons why things are as they are.,"Dragul meu, sunt motive pentru care lucrurile sunt așa cum sunt.", sunt motive pentru care lucrurile sunt așa cum sunt
,ev12f2,Come freely. Go safely darling.,Vino cănd dorești,
,,,,
,ev13n,Trading up,Comerț negru,
,ev13o1cr8,"A warning from your internal systems - someone here cannot be trusted. Through the darkness your mechanical eyes see him clearly - a rat. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Un avertisment de la sistemele tale interne - cineva de aici nu poate fi de încredere. Prin întuneric, ochii tăi mecanici îl văd clar - un șobolan. — Hai să facem un schimb. el spune. — Îți dau un obiect mai rar de același tip... El chicotește. Nu există garanții.", WARNING: AUTO-TRANSLATION #####################################################
,ev13o1,"Your snout wiggles as you inhale a musky odor. Someone here is in need of a bath. You turn around and standing there is a rat. You never heard him come out. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.",Ți se întoarce nasul de la un miros stătător și iritant. Șobolanul negru se uită înșelător la tine.,
,ev13b1,Get a rarer item of the same type,Primește un obiect de acelaș tip dar mai rar,
,ev13b1o1,"He takes the item and examines it. ""How's this for a trade?"" There's no time to say no.",Nu poți da inapoi,
,ev13b1o1t1,Hehehe,Hehehe,
,ev13b1o1t2,Hope ya' like it,Sper că iți place,
,ev13b1o1t3,No take backsies,Nu dau nimic înapoi,
,ev13b2,No thanks,Nu mulțumesc,
,ev13b2o1,"You see his tail flick ominously beneath his cloak. A smile crosses his lips. ""Come now,"" he says. ""I think you'll see it's in your interest.""","""Haide, cred că ce am de oferit iți va atinge interesul.""",
,ev13b2o1t1,Don't resist this deal,Nu rezista ofertei,
,ev13b2o1t2,Let me tempt you,Lasă-mă să te conving,
,ev13b2o1t3,"Come now, let's trade","Haide o dată, dă-mi ceva la schimb",Lasă-mă să te conving WARNING: ENGLISH TEXT CHANGED #####################################################
,ev13i1,What are ya' trading?,Ce ai de dat?,
,ev13i2,Lets make a deal!,Hai să facem schimb!,
,ev13i3,Care to do a trade?,Ce ai de dat?,
,ev13f1,He he he,He he he,
,ev13f2,What a sucker...,He he he,
,,,,
,ev14n,Shady Trader,Schimburi,
,ev14o1,"His cloak billows as he steps out from the shadows. ""We can make a trade, you and I."" he says. You know risks are involved.",Ți se întoarce nasul de la un miros stătător și iritant. Șobolanul negru se uită înșelător la tine.,
,ev14b1,Get a different item of the same rarity,Primește un obiect diferit de aceeași raritate,
,ev14b1o1,He takes your item and from his cloak pulls a replacement.,Nu poți da inapoi,
,ev14b2,No thanks!,Nu mulțumesc,
,ev14b2o1,"Very well, he says. ""But can I perhaps change your mind?""","""Haide, cred că ce am de oferit iți va atinge interesul.""",
,ev14b2o1t1,The offer still stands.,Nu rezista ofertei,
,,,,
,ev15n,squirrel patrol,Patrula,
,ev15o1,"The squirrel looks at you absent mindedly. ""Long ago I retired from the patrol"", he says. ""Now I spend my days adventuring and reliving my glory days. I don't need much of my old equipment anymore. Can I interest you in something?""","""Nu am nevoie de mult din echipamentul meu, vrei tu din el?""",
,ev15b1,"""I'll take a shield""","""vrea un un scut""",
,ev15b1o1,"From beneath his bushy tail, he pulls a shield. ""This may protect you. Remember, loot is only valuable if you make it back alive.""","""Ăsta ar trebuii să te protejeze""",
,ev15b1o1t1,I hope the shield serves you well!,Să mânuiești cu atenție!,
,ev15b2,"""I'll take a weapon""","""vreau o armă""",
,ev15b2o1,"He reaches into his tunic and pulls out a weapon, tossing it to you.","""Asta ar trebuii să te protejeze""","""Asta ar trebuii să te protejeze"" WARNING: ENGLISH TEXT CHANGED #####################################################"
,ev15b2o1t1,Strike down any who oppose the patrol!,Să mânuiești cu atenție!,
,ev15b2o1t2,The patrol lives by these weapons!,Patrula trăiește datorită acestor arme!,
,ev15b3,Maybe something to eat,Ceva de mâncare?,
,ev15b3o1,"He scratches at the ground. Beneath his feet is a mound of nuts and hidden among them, many a delicious food.",Săracul de tine! Poftim!,Săracul de tine! Poftim! WARNING: ENGLISH TEXT CHANGED #####################################################
,ev15b3o1t1,An army marches on its stomach!,Armata nu există fără un stomac plin!,
,ev15b3o1t2,Better than what we used to eat on the patrol.,Cea mai bună mâncare din temniță!,
,ev15i1,Hark! You are greeted by a member of the patrol!,!!! Ești abordat de un membru al patrulei!,
,ev15f1,Long live the patrol!,Trăiască patrola!,
,ev15f2,The patrol shall conquer!,Patrula va domina temnița!,
,ev15f3,"In retirement, I still patrol!","Chiar și la pensie, încă patrulez!",La pensie WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,ev16n,Statue of Anna,Statuia lui Anna,
,ev16o1,"Inscribed on the statue: ""Anna bestowed gifts The world felt safe in her arms healer in a fire""","Înscris pe statuie: ""Anna aduce daruri. Lumea se simțea sigură în mâinile ei""",
,ev16b1,Gain 5 max hp,Primește 5 viață maximă,
,ev16b1o1,You leave a coin. Then kneel before the statue and say a prayer. Anna somehow seems to reflect light even in this dark place.,Lași un ban si te rogi ca Anna să se intoarcă,
