,Legman,Legman,L'uomoGamba, WARNING: AUTO-TRANSLATION #####################################################
,Legman1,He never skips leg day,Non salta mai il giorno delle gambe, WARNING: AUTO-TRANSLATION #####################################################
,The Muscle,The Muscle,Il muscolo, WARNING: AUTO-TRANSLATION #####################################################
,The Muscle1,He'll do anything the Head Honcho demands!,Farà qualsiasi cosa richieda il capo Honcho!, WARNING: AUTO-TRANSLATION #####################################################
,Head Honcho,Head Honcho,Capo Honcho, WARNING: AUTO-TRANSLATION #####################################################
,Head Honcho1,"""Me order! Me Master! I run this dungeon!""","""Io ordino! Io Maestro! questi sotterranei sono miei!""", WARNING: AUTO-TRANSLATION #####################################################
,Nightblade,Nightblade,Lama Notturna, WARNING: AUTO-TRANSLATION #####################################################
,Nightblade1,Elite guards of the College of Dreams who have betrayed the Sacred Trees,Guardie d'élite del Collegio dei Sogni che hanno tradito gli Alberi Sacri, WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Bomb,Hermit Crab Bomb,Granchio Eremito Bomba, WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Bomb1,"When the Blue Hermit Crab outgrows its shell it explodes, and it goes off in search of a new piece of junk to call home","Quando il granchio eremita blu diventa troppo grande per il suo guscio, esplode e parte alla ricerca di un nuovo pezzo di spazzatura da chiamare casa", WARNING: AUTO-TRANSLATION #####################################################
,Sentry,Sentry,Sentinella, WARNING: AUTO-TRANSLATION #####################################################
,Sentry1,01001101 01101111 01101110 01100001 01100100,01001101 01101111 01101110 01100001 01100100 01100101, WARNING: AUTO-TRANSLATION #####################################################
,Hare Defender,Hare Defender,Lepre Difensore, WARNING: AUTO-TRANSLATION #####################################################
,Hare Defender1,The front line of the Badger Kingdoms army never let their back line fall,La prima linea dell'esercito del Regno dei tassi non ha mai lasciato cadere la propria linea Difensiva, WARNING: AUTO-TRANSLATION #####################################################
,Scarecrow,Scarecrow,Spaventapasseri, WARNING: AUTO-TRANSLATION #####################################################
,Scarecrow1,Built with wood from the Mother Tree to guide you in your travels,Costruito con il legno dell'Albero Madre per guidarti nei tuoi viaggi, WARNING: AUTO-TRANSLATION #####################################################
,Cobra,Cobra,Cobra, WARNING: AUTO-TRANSLATION #####################################################
,Cobra1,"Strike First, Strike Hard, No Mercy.","Colpisci per primo, colpisci duro, senza pietà.", WARNING: AUTO-TRANSLATION #####################################################
,Honey Guide,Honey Guide,Ammaestratore, WARNING: AUTO-TRANSLATION #####################################################
,Honey Guide1,"He keeps the Badger calm. If he's gone, the Badger may go crazy","Mantiene calmo il tasso. Se non c'è più, il Tasso potrebbe impazzire", WARNING: AUTO-TRANSLATION #####################################################
,Honey Badger,Honey Badger,Tasso del miele, WARNING: AUTO-TRANSLATION #####################################################
,Honey Badger1,So peaceful and calm!,Così tranquillo e calmo!, WARNING: AUTO-TRANSLATION #####################################################
,Feral Badger,Feral Badger,Tasso Feroce, WARNING: AUTO-TRANSLATION #####################################################
,Feral Badger1,He's unleashed!,Si è scatenato!, WARNING: AUTO-TRANSLATION #####################################################
,Boastful Spellsword,Boastful Spellsword,Spada incantata Spresuntuosa, WARNING: AUTO-TRANSLATION #####################################################
,Boastful Spellsword1,He thinks he's stronger than he is,Pensa di essere più forte di quello che è, WARNING: AUTO-TRANSLATION #####################################################
enemy actions,ea1,Will attack for /x damage,Attaccherà per /x danni,WARNING: ENGLISH TEXT CHANGED #####################################################
,ea1a,Will attack all enemies for /x damage,Attaccherà tutti i nemici per /x danni,WARNING: ENGLISH TEXT CHANGED #####################################################
,ea2,Will add /x block,Aggiungerà /x difesa,WARNING: ENGLISH TEXT CHANGED #####################################################
,ea2a,Will add /x block to all enemies,aggiungerà /x difesa a tutti i nemici,WARNING: ENGLISH TEXT CHANGED #####################################################
,ea3,Will heal for /x,Guairà /x salute,WARNING: ENGLISH TEXT CHANGED #####################################################
,ea3a,Will heal all enemies for /x,Guarirà tutti i nemici /x salute,WARNING: ENGLISH TEXT CHANGED #####################################################
,ea4,Will not take any action,Non agirà,
,ea5,Will add /x poison,Affliggerà /x Veleno,
,ea6,Will add /x burn,Affliggerà /x bruciatura,
,ea7,Will add /x regeneration,Affliggerà /x rigenerazione,
,ea7a,Will add /x regeneration to all enemies,Affliggerà /x rigenerazione a tutti i nemici,
,ea8,Will add /x spikes,Affliggerà /x spine,
,ea8a,Will add /x spikes to all enemies,Affliggerà /x spine a tutti i nemici,
,ea9,Will add /x dodge,Affliggerà /x schivata,
,ea9a,Will add /x dodge to all enemies,Affliggerà /x schivata a tutti i nemici,
,ea10,Will add /x slow,Affliggerà /x lentezza,
,ea11,Will add /x weak,Affliggerà /x debolezza,
,ea12,Will summon an enemy,Evocherà un Nemico,
,ea13,Will deal /x vampirism,Affliggerà /x vampirismo,
,ea14,Will add one of these curses:,Affliggerà una di queste maledizioni,
,ea15,"Will self destruct, dealing /x damage","Si autodistruggerà, infliggendo /x danni", WARNING: AUTO-TRANSLATION #####################################################
,ea16,Will add /x haste,Aggiungerà /x Agilità, WARNING: AUTO-TRANSLATION #####################################################
,ea16a,Will add /x haste to all enemies,Aggiungerà /x Agilità a tutti i nemici, WARNING: AUTO-TRANSLATION #####################################################
,ea17,Will add /x rage,Aggiungerà /x rabbia, WARNING: AUTO-TRANSLATION #####################################################
,ea17a,Will add /x rage to all enemies,Aggiungerà /x rabbia a tutti i nemici, WARNING: AUTO-TRANSLATION #####################################################
,ea18,Poison sickness!,Nausea da veleno!, WARNING: AUTO-TRANSLATION #####################################################
,ea19,Will run away!,Scapperà!, WARNING: AUTO-TRANSLATION #####################################################
,,,,
Levels,The Crypt,The Crypt,La Cripta,
,The Bramble,The Bramble,Tempio invaso,
,Deep Cave,Deep Cave,Caverna Profonda,
,Enchanted Swamp,Enchanted Swamp,Palude Incantata,
,Magma Core,Magma Core,Nucleo Magmatico,
map events,map1,Enemies here:,Nemici qui:,
,map2,Exit to: /x,Uscita verso: /x,
,map3,A chest of valuables!,Un Baule con ricchezze!,
,map4,An unknown event is here!,Un evento misterioso è qui!,
,map5,A merchant is selling goods here!,Un mercante sta vendendo merce qui!,
,map6,A locked door! I need a key!,Un porta chiusa! Mi server una chiave!,
,map7,A healer!,Un medico!,
,map8,A forge!,Una forgia!, WARNING: AUTO-TRANSLATION #####################################################
,map9,A vision of danger!,Una visione del pericolo!, WARNING: AUTO-TRANSLATION #####################################################
,mapPurse,There I am! I have been doodling on the map,Li ci sono io! Ho scarabocchiato sulla mappa,
,mapSatchel,That's me! I think I spilled some coffee on the map,Quello sono io! Credo di aver fatto cadere del caffè sulla mappa,
,mapTote,Thank goodness I remembered my glasses!,Grazie al cielo mi sono ricordata dei miei occhiali!, WARNING: AUTO-TRANSLATION #####################################################
,mapCR8,Position identified. Subroutine parameters: hoard loot,Posizione individuata. Parametri del sottoprogramma: accumula bottino, WARNING: AUTO-TRANSLATION #####################################################
character select,characterSelect,Character Select,Selezione Personaggio,
,satchel,satchel,satchel, WARNING: AUTO-TRANSLATION #####################################################
,satchel1,"Satchel is the son of a noble bird on the run from the evil King Corvus, the Crow King! With his bag ripped and town captured, Satchel seeks the help of other heroes, and to discover the mystery of the Spiral of Feathers - in hopes of fixing his bag and saving his home!","Satchel è il figlio di un nobile uccello in fuga dal malvagio Re Corvus, il Re Corvo! Con la sua borsa strappata e la città catturata, Satchel cerca l'aiuto di altri eroi e per scoprire il mistero della Spirale di piume, nella speranza di riparare la sua borsa e salvare la sua casa!", WARNING: AUTO-TRANSLATION #####################################################
,purse,purse,Purse,
,purse1,"A peppy rat from a poor village in Oakshire Forest, she aims to storm the dungeon, rebuild her village, and save her family!","Un topo vivace proveniente da un povero villaggio nella la Foresta di Oakshire, Lei vorrebbe assaltare i Sotterranei, ricostruire il villaggio, e salvare la sua famiglia!",
,tote,tote,tote, WARNING: AUTO-TRANSLATION #####################################################
,tote1,"Banished by the elder frogs, her backpack is blessed by the Dreaming Tree. Magical carvings spawn each turn she is in danger.","Bandita dalle antiche rane, il suo zaino è benedetto dall'Albero dei Sogni. Intagli magici si generano ogni turno in cui è in pericolo.", WARNING: AUTO-TRANSLATION #####################################################
,CR-8,CR-8,CR-8, WARNING: AUTO-TRANSLATION #####################################################
,CR-81,"When you can't find a hero, you gotta make one! CR-8 is a mishmash of metal and nerd stuff that will take care of any enemy automatically - provided his circuitry is properly organized.","Quando non riesci a trovare un eroe, tocca creasene uno! CR-8 è un miscuglio di metallo e roba da nerd che si prenderà cura di qualsiasi nemico automaticamente, a condizione che i suoi circuiti siano adeguatamente organizzati.", WARNING: AUTO-TRANSLATION #####################################################
Events,,,,///////////////I is intros and f is farewells
,evg,/x gold,/x oro,indicating a cost of x gold
,chest,chest,Baule, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,evtn,Welcome to the dungeon!,Benvenuto nei Sotterranei!,
,evto1,You must conquer the dungeon by delving deep to the center to discover the ancient cheeses hidden there. You are armed only with your magic backpack.,Devi conquistare i Sotterranei avventurandoti in profondità fino al centro per scoprire gli antichi formaggi nascosti in esso. Sei armato soltanto del tuo zaino magico.,
,evtb1,I'm ready!,Sono pronto!,
,evtb1o1,"You head into the dungeon, knowing very few make it back alive!","Ti avventuri nei Sotterranei, Sapendo che pochi tornano vivi!",
,,,,
,evten,The end?,La fine?,
,evteo1,You have made it to the center of the dungeon and have found the golden cheese! More content is coming! Please join our discord and show off your  backpack!,Sei arrivato al centro delle rovine trovando il Formaggio dorato! Più contenuti arriveranno! Potresti unirti al nostro server discord per mostrare il tuo zaino!,
,evteo1cr8,"You see a golden cog upon the platform. Reaching out, it lifts into the sky. Your machinery will restore Orderia! This is only the beginning of your new machines!","Vedi un ingranaggio d'oro sulla piattaforma. Allungandosi, si solleva nel cielo. I tuoi macchinari ripristineranno Orderia! Questo è solo l'inizio dei tuoi nuovi macchinari!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1purse,"Your whiskers twitch. There it is - the golden cheese! With delicious food, many new villagers will flock to Orderia!","I tuoi baffi si contraggono. Eccolo: il formaggio dorato! Con questo delizioso cibo, molti nuovi abitanti si riverseranno su Orderia!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1tote,"Atop the altar is a golden seed - a ""Dreaming Seed"". With each seed, a new plant will spring to life in Orderia!","In cima all'altare c'è un seme d'oro - un ""Seme sognatore"". Con ogni seme, una nuova pianta prende vita in Orderia!", WARNING: AUTO-TRANSLATION #####################################################
,evteb1,Continue in Endless Mode,Continuare in modalità infinito,
,evteb1o1,You continue forward! Things are about to get pretty hard...,Continui Avanti! I Sotterranei stanno per essere molto più difficili...,
,evteb2,New game!,Nuova Partita!,
,evteb2o1,You decide to start again for a new challenge!,"Decidi di Ricominciare, Per altro formaggio!", WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,evldn,Locked door,Porta Chiusa a chiave,
,evldo1,You encounter a locked door. Will you open it?,Raggiungi una porta chiusa a chiave. La aprirai?,
,evldb1,Unlock the door,Sblocca porta,
,evldb1o1,You open the door.,Hai aperto la porta.,
,evldb2,Leave,Vai Via,
,evldb2o1,You leave the door.,Abbandona la porta.,
,,,,
,,,,
,,,,
,ev1n,The master returns,Il Maestro Ritorna,
,ev1o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... 'May I help you further?' he asks. 'A few coins and I will give you an item for archers.'","Lo vedi dalla distanza, Inginocchiato ma nobile. Sembra che ti abbia visto molto prima. I suoi occhi di topo sono forti e penetranti. Senti come se vedesse nella tua anima... 'Posso aiutarla ulteriormente?' chiese. 'Qualche moneta e ti darò un oggetto per arcieri.'",
,ev1b1,Get an item,Prendi un oggetto,
,ev1b1o1,"He takes the coins and rubs them in his mouse paw. ""Just a few will do nicely. I hope this can help you further,"" he says.","Prende le monete e le strofina nella sua zampa da topo. ""Giusto unpo andranno bene. Spero che questo possa aiutarti ulteriormente,"" lui disse.",
,ev1b1o1t1,Fly true like an arrow,Vola come una Freccia,
,ev1b1o1t2,Be one with your aim,Si tutt'uno con la mira,
,ev1b2,Not for me,Non per me,
,ev1b1o2t,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Capisco, disse appoggia contro la parete vicina. ""Non preoccupatevi. Gli arcieri arriveranno presto. I Sotterranei miglioreranno con il tempo.""",
,ev1b1o2t1,Archery requires time.,Il tiro con l’arco richiede tempo.,
,ev1i1,The arrow flies straight.,La freccia vola dritto.,
,ev1i2,The path of an arrow - to the heart,Il percorso di una freccia - al cuore,
,ev1i3,Archery is an art,Tiro con l’arco è un’arte,
,ev1i4,Arrows require patience,Le Frecce richiedono pazienza,
,ev1f1,May we meet again,Magari ci rincontreremo,
,ev1f2,In another life...,In un’altra vita…,
,ev1f3,Fly straight,Vola dritto,
,ev1f4,Aim true,Mira Vera,
,ev1f5,Bullseye.,Centro.,
,ev1f6,Stay in range,Stai in zona,
,,,,
,ev2n,Master Archer,Mastro arciere,
,ev2o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... ""A trade my sibling?"" he asks. ""Discard the tools of badgers. Be one with flight.""","Lo vedi dalla distanza, Inginocchiato ma nobile. Sembra che ti abbia visto molto prima. I suoi occhi di topo sono forti e penetranti. Senti come se vedesse nella tua anima... ""Vorresti fare un Scambio, mio simile??"" Lui chiese. ""Butta quelle attrezzature da tassi. Sì tutt'uno con il volo.""",
,ev2b1,"Give a weapon, get archery kit.","Dai un’arma, Ricevi un kit di tiro con l’arco",
,ev2b1o1,"He takes the weapon and tosses it into the darkness. ""This is not a weapon. It is a crutch."" He hands you new items.","Prende l’arma e la tira nell'oscurità ""Questa non è un’arma, è una stampella.""Egli vi passo nuovi oggetti.",
,ev2b1o1t1,Welcome to the school of archery.,Benvenuti alla scuola di tiro con l'arco.,
,ev2b2,Not for me,Non per me,
,ev2b2o1,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Capisco, disse appoggia contro la parete vicina. ""Non preoccupatevi. Gli arcieri arriveranno presto. I Sotterranei miglioreranno con il tempo.""",
,ev2b2o1t1,Archery requires time.,Il tiro con l’arco richiede tempo.,
,,,,
,ev3n,The retiring Chef,Uno Chef ritirato,
,ev3o1,"Age has crept in around his snout. You can see the white fur and shaggy edges from around his coat. ""I'm getting out of the game,"" he says. ""If you have something to eat, I might as well give you my cleaver.""","L'età si è insinuata intorno al suo muso. Si può vedere la pelliccia bianca e bordi ispidi attorno al suo cappotto. ""Sono fuori gioco"" Lui disse. ""Se hai qualcosa da mangiare, tanto vale che ti dia la mia mannaia.""",
,ev3b1,Trade food for a cleaver,Scambia cibo per una Mannaia,
,ev3b1o1,"Looks good to me, he says. You can't believe that he eats the whole thing without a moment's thought. ""Here you go,"" he says and hands you his chef knife. ""I won't be needing this any more.""","Cosi va Meglio, Lui disse. Non puoi credere che mangi tutto senza pensare. ""Ecco qua,"" disse e ti porse il suo coltello da cuoco. ""Non mi servirà più.""",
,ev3b1o1t1,I loved that knife. Use it well!,Amavo quel coltello. Usalo bene!,
,ev3b1o1t2,I hope you like it!,Spero ti piaccia!,
,ev3b2,No thanks!,No grazie!,
,ev3b2o1,You turn to leave.,Ti giri e tene vai.,
,ev3b2o1t1,Sure you won't change your mind?,Sicuro di non cambiar idea?,
,ev3i1,Ah! Hope you aren't too hungry.,Ah! Spero che tu non sia troppo affamato.,
,ev3i2,Oh my!,Oh mio!,
,ev3f1,Eat well!,Mangia bene!,
,ev3f2,Be well fed!,Sì ben nutrito!,
,ev3f3,Taste victory!,Assaggia la vittoria!,
,ev3f4,Stay full!,Stai pieno!,
,ev3f5,Find cheese!,Trova il formaggio!,
,ev3f6,Welcome! Eat well!,Benvenuto! Mangia bene!,
,ev3f7,Ah! A customer!,Ah! Un cliente!,
,,,,
,ev4n,Chef's platter,Vassoio da cuoco,
,ev4o1,"Is that grilled onion you smell? And the scent of garlic? Oh wow! You want some so bad! ""My friend!,"" the mouse shouts to you. ""Let me indulge you!""","È quella cipolla grigliata che senti? E il profumo dell'aglio? Oh wow! Vorresti margiati tutto! ""Amico mio!"", ti grida il topo. ""Lascia che ti assecondi!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4o1cr8,"Your gears shift and churn. Is that the aroma of food? Somewhere deep within you, a memory stirs. But you cannot smell anything. The mouse shouts to you. ""Let me indulge you!""","Le tue marce cambiano e si agitano. È questo l'aroma del cibo? Da qualche parte nel profondo di te, un ricordo si agita. Ma non puoi annusare nulla. Il topo ti grida. ""Lascia che ti assecondi!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4b1,Buy some food!,Compra del cibo!,
,ev4b1o1,"Very good, he says. ""Another perhaps?""","Molto bene, lui disse. ""Magari un altro?""",
,ev4b2,"No, thank you","No, Grazie",
,ev4b2o1,"Very good sir, he says. ""But please do change your mind.""","Molto bene Signore, lui disse. ""Ma per favore cambia idea.""",
,ev4b2o1t1,More food to be had!,Più cibo da avere!,
,ev4b2o1t2,Eat again!,Mangia ancora!,
,,,,
,ev5n,Eyes,Occhi,
,ev5o1,The wall splits open. Inside you can see a vast abyss. Green eyes peer in. You recognize them as the eyes of a predator. Strange sounds echo from the place and an offer is made...,Il muro si spalanca. Dentro si può vedere un abisso immenso. Occhi verdi scrutano dentro. Li riconosci come gli occhi di un predatore. Strani suoni echeggiano dal luogo e viene fatta un'offerta…,
,ev5b1,Take a rare item for a curse,"Prendi una Maledizione, ricevi un oggetto raro",
,ev5b1o1,You can feel an acknowledgement and an item appears. The eyes watch as a horrible curse is placed in your backpack,Si può sentire un riconoscimento e un oggetto appare. Gli occhi guardano mentre una maledizione orribile è posta nel tuo zaino,
,ev5b1o2,"Two items appear in front of you, but a horrible curse has been placed upon you. The eyes give no sign of emotion.","Di fronte a te compaiono due oggetti, Pero un’orribile maledizione è stata lanciata su di te. Gli occhi non danno segno di emozione.",
,ev5b2,No thanks,No Grazie,
,ev5b2o1,The eyes watch you. They show no sign of emotion. ,"Gli occhi ti guardano, danno segno di emozione.",
,ev5i1,01100111 01101111 01101110 01100101,01100111 01101111 01101110 01100101,
,ev5i2,01110111 01100001 01110010,01110111 01100001 01110010,
,ev5i3,01101101 01100001 01101011 01100101 01110010 01110011,01101101 01100001 01101011 01100101 01110010 01110011,
,ev5f1,01110010 01100101 01101100 01101001 01100011 01110011,01110010 01100101 01101100 01101001 01100011 01110011,
,ev5f2,01100100 01100001 01101110 01100111 01100101 01110010,01100100 01100001 01101110 01100111 01100101 01110010,
,ev5f3,01100001 01101000 01100101 01100001 01100100,01100001 01101000 01100101 01100001 01100100,
,,,,
,ev6n,Brandy the Otter,Brandy la Lontra,
,ev6o1,"Well, howdy! she says as you approach! Her nose wiggles and she shakes her gigantic tail. ""I've been doing some fishing. Care to buy one?""","Bene, salve! dice mentre ti avvicini! Il suo naso si dimena e lei scuote la sua coda gigantesca. ""Sono stata un po a pescare. Interessato a comprarne uno?""",
,ev6b1,Buy a fish!,Compra un pesce!,
,ev6b1o1,"She tosses you a fish. ""Care for another?""","Lei tira il pesce nella tua direzione. ""Ne vorresti un altro?""",
,ev6b1o1t1,Hope you enjoy it!,Spero ti piaccia!,
,ev6b1o1t2,That's good!,Bene!,
,ev6b2,No thanks,No Grazie,
,ev6b2o1,You say no. The smell is starting to get to be a bit much.,Dici di no. L'odore comincia a diventare un po' eccessivo.,
,ev6b2o1t1,I'm still here if you want more!,Sono ancora qui se ne vuoi ancora!,
,ev6b2o1t2,"If you want a fish, let me know!","Se vuoi un pesce, fammi sapere!",
,ev6i1,Well howdy traveler!,Salve viaggiatore!,
,ev6i2,"Nothing like a good fish, ya hear?","Niente è come un buon pesce, Hai sentito?",
,ev6i3,I'm hungry! Need to chomp!,Ho fame! Ho bisogno di mangiare!,
,ev6i4,Oh! Well how ya' doin' friend?,Oh! Come va amico?,
,ev6i5,Mmm... hi howdy there!,Mmm... ehilà!,
,ev6f1,See you again soon!,A Rivederci!,
,,,,
,ev7n,The Forge - Shield,The Forge – Scudi,
,ev7o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Un tasso sta accanto alla sua incudine. Le sue braccia forti e resistenti da anni trascorsi nei Sotterranei. Lei annuisce. ""Io Forgio,"" . I Tassi non sono soliti a Parlare. ""Migliorare?"" chiese.",
,ev7b1,Add 4 block,Aggiungi 4 Difesa,
,ev7b1o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Prende il tuo scudo e lo colpisce. Il rumore si sente da tutto il Sotterraneo. ""Debole,"" Lei disse. ""Miglioro."" Con pochi colpi precisi rimodella lo scudo. Non sapevi che potesse essere così Forte.",
,ev7b1o1t1,You enjoy.,Gradisci.,
,ev7b2,Add 1 spike,Aggiungi 1 spine,
,ev7b2o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Prende il tuo scudo e lo colpisce. Il rumore si sente da tutto il Sotterraneo. ""Debole,"" Lei disse. ""Miglioro."" Con pochi colpi precisi rimodella lo scudo. Non sapevi che potesse essere così Forte.",
,ev7b2o1t1,Better now.,Meglio adesso.,
,ev7b3,Add 1 haste,Aggiungi 1 Velocità,
,ev7b3o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Prende il tuo scudo e lo colpisce. Il rumore si sente da tutto il Sotterraneo. ""Debole,"" Lei disse. ""Miglioro."" Con pochi colpi precisi rimodella lo scudo. Non sapevi che potesse essere così Forte.",
,ev7b3o1t1,Work fun.,Lavorare è divertente.,
,ev7b4,No thanks,No Grazie,
,ev7b4o1,She nods and carries on her work.,Lei annuisce e continua il suo lavoro..,
,ev7b4o1t1,Work to do.,Lavoro da fare.,
,ev7b4o1t2,No want?,Non vuoi?,
,ev7b4o1t3,Still here...,ancora qui…,
,ev7i1,This my forge,Questa è la mia forgia,
,ev7i2,Welcome to forge,Benvenuto alla mia Forgia,
,ev7i3,I am a crafter,Sono un artigiano,
,ev7i4,I craft for ages...,io lavoro da secoli…,
,ev7f1,Be well,Sii sicuro,
,ev7f2,Be strong,Sii forte,
,ev7f3,Be fierce,Sii feroce,
,ev7f4,Be like Badger,Sii some un tasso,
,,,,
,ev8n,The Forge,The Forge – Armi, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Un tasso sta accanto alla sua incudine. Le sue braccia forti e resistenti da anni trascorsi nei Sotterranei. Lei annuisce. ""Io Forgio,"" lei disse. I Tassi non sono soliti a Parlare. ""Migliorare?"" lei chiede.",
,ev8b1,Add /x damage to a weapon,Aggiungi 5 danni, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b2,Add /x poison to a weapon,Aggiungi 2 veleno, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b3,Add /x burn to a weapon,Aggiungi 1 rabbia, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b4,Add /x slow to enemy to a weapon,No Grazie, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b5,Add /x block to armor,Aggiungi /x Difesa all'armatura, WARNING: AUTO-TRANSLATION #####################################################
,ev8b6,Add /x block to a shield,Aggiungi /x difesa a uno scudo, WARNING: AUTO-TRANSLATION #####################################################
,ev8b7,Add /x haste to a shield,Aggiungi /x Agilità a uno scudo, WARNING: AUTO-TRANSLATION #####################################################
,ev8b8,Add /x spikes to a shield,Aggiungi /x Spine a uno scudo, WARNING: AUTO-TRANSLATION #####################################################
,ev8b9,Add conductive to armor,Aggiungi conduttiva all'armatura, WARNING: AUTO-TRANSLATION #####################################################
,ev8b10,Add /x energy to clothing,Aggiungi /x energia ad un vestito, WARNING: AUTO-TRANSLATION #####################################################
,ev8b11,Add /x haste to a structure,Aggiungi /x haste a una struttura, WARNING: AUTO-TRANSLATION #####################################################
,ev8b12,Add /x regen to a ring,Aggiungi /x rigenerazione a un anello, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13,No thanks,No grazie, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13o1,She nods and carries on her work.,Lei annuisce e continua il suo lavoro., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t1,Work to do.,Lavoro da fare., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t2,No want?,Non vuoi?, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t3,Still here...,Ancora qui..., WARNING: AUTO-TRANSLATION #####################################################
,ev8bsos,"She takes the item, turns it a few times, and then presses it to her anvil. Her hammer sends sparks flying and you turn around to cover your eyes. When you turn back, it glows with a new purpose.","Prende l'oggetto, lo gira un paio di volte e poi lo preme sull'incudine. Il suo martello fa volare scintille e tu ti giri per coprirti gli occhi. Quando ti giri, brilla dalla sua nuova potenza.", WARNING: AUTO-TRANSLATION #####################################################
,ev8bsosts,I help,io aiuto, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,ev9n,Healer,Curatore,
,ev9o1,The porcupine's have travelling clinics throughout the dungeon. They seek to heal the animals who venture deep into the dangers here.,L'istrice ha cliniche itineranti in tutto il Sotterraneo. Essi cercano di guarire gli animali che si avventurano in profondità nei pericoli qui.,
,ev9b1,Heal 25 health,Guarisci 25 Salute,
,ev9b1o1,"She runs her paw across your wounds. The quills on her back shake and you are lost in the sound of them. When you come to, many wounds are healed.","Fa scorrere la sua zampa sulle tue ferite. Le penne sulla schiena tremano e ti perdi nel loro suono. Quando torni, molte ferite si rimarginano.",
,ev9b1o1t1,You look stronger my dear!,"Sembri più forte, mia cara!",
,ev9b1o1t2,Glad to have helped you!,Felice di averti aiutata!,
,ev9b1o1t3,I am here for you!,Sono qui per te!,
,ev9b1o1t4,Those wounds are gone.,Quelle ferite sono andate.,
,ev9b2,Gain 5 max health ,Ottieni 5 Massivo di Salute,
,ev9b2o1,She reaches out and you feel a great strength rising! For a moment you seem to lift off the floor.,"Lei si rivolge a te. Senti una grande forza in te che sale.. Le Sue zampe sono fermamente piantate, ma sembra quasi che tu stia fluttuando.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1purse,"She reaches out to you. You feel a great strength in you rising. Your paws are firmly planted, but it almost feels that you are floating.","Lei si rivolge a te. Senti una grande forza in te che sale. Le tue zampe sono ben piantate, ma sembra quasi che stai fluttuando.", WARNING: AUTO-TRANSLATION #####################################################
,ev9b2o1t1,You are stronger now than before.,Sei più forte adesso che prima.,
,ev9b2o1t2,I see your strength.,Riesco a vedere la tua forza.,
,ev9b2o1t3,May you achieve what seemed impossible.,Che tu riesca a fare ciò che sembrava impossibile.,
,ev9b2o1t4,Your bravery astounds me.,Il tuo coraggio mi stupisce.,
,ev9b3,Remove all curses,Rimuovi tutte le maledizioni,
,ev9b3o1,"I sense a great disturbance, she says. ""Something horrible has been placed in your backpack. Let me see."" She removes a single quill and pokes it into your bag carefully in several spots. ""That should do it,"" she says.","Sento un grande turbamento, dice. ""Qualcosa di orribile è stato messo nel tuo zaino. Fammi vedere."" Rimuove una singola penna e punzecchia il tuo zaino in vari punti con attenzione. ""Dovrebbe funzionare,"" Lei disse.",
,ev9b3o1t1,The curses can't hurt you now.,La maledizione non può ferirti adesso.,
