,evteo1,You have made it to the center of the dungeon and have found the golden cheese! More content is coming! Please join our discord and show off your  backpack!,Zindanın merkezine eriştin ve altın peyniri buldun! Daha fazla içerik yolda! Lütfen discord kanalımıza katıl ve sırtçantanla hava at!,
,evteo1cr8,"You see a golden cog upon the platform. Reaching out, it lifts into the sky. Your machinery will restore Orderia! This is only the beginning of your new machines!","Platformda altın bir dişli görüyorsunuz. Uzanır, gökyüzüne yükselir. Makineleriniz Orderia'yı eski haline getirecek! Bu, yeni makinelerinizin sadece başlangıcı!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1purse,"Your whiskers twitch. There it is - the golden cheese! With delicious food, many new villagers will flock to Orderia!",Bıyıklarınız seğiriyor. İşte - altın peynir! Lezzetli yemeklerle birçok yeni köylü Orderia'ya akın edecek!, WARNING: AUTO-TRANSLATION #####################################################
,evteo1tote,"Atop the altar is a golden seed - a ""Dreaming Seed"". With each seed, a new plant will spring to life in Orderia!","Sunağın tepesinde altın bir tohum var - ""Hayal Eden Tohum"". Orderia'da her tohumla yeni bir bitki canlanacak!", WARNING: AUTO-TRANSLATION #####################################################
,evteb1,Continue in Endless Mode,Sonsuz modda devam et,
,evteb1o1,You continue forward! Things are about to get pretty hard...,Yoluna devam ediyorsun! İşler kızışmaya başlayacak...,
,evteb2,New game!,Yeni oyun!,
,evteb2o1,You decide to start again for a new challenge!,Yeni peynir için tekrardan başlamaya karar verdin!, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,evldn,Locked door,Kilitli Kapı,
,evldo1,You encounter a locked door. Will you open it?,Kapalı bir kapıyla karşılaştın. Açacak mısın?,
,evldb1,Unlock the door,Kapının kilidini aç,
,evldb1o1,You open the door.,Kapıyı açtın.,
,evldb2,Leave,Ayrıl,
,evldb2o1,You leave the door.,Kapıdan ayrıldın.,
,,,,
,,,,
,,,,
,ev1n,The master returns,Usta dönüyor,
,ev1o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... 'May I help you further?' he asks. 'A few coins and I will give you an item for archers.'","Onu uzaklardan görüyorsun, diz çökmüş ama yine de asil. Seni çok daha öncesinden görmüş gibi. Fare gözleri güçlü ve keskin. Ruhunun derinliklerini görebildiğini hissediyorsun...'Sana daha nasıl yardımcı olabilirim' diye soruyor. 'Birkaç altına sana okçulara özel bir eşya verebilirim.'",
,ev1b1,Get an item,Bir eşya al,
,ev1b1o1,"He takes the coins and rubs them in his mouse paw. ""Just a few will do nicely. I hope this can help you further,"" he says.","Bozuklukları alıp fare patisinde birbirine sürter. "" Birkaç tane yeterli olacaktır. Umarım bu işine yarar, "" der.",
,ev1b1o1t1,Fly true like an arrow,Bir ok gibi uç,
,ev1b1o1t2,Be one with your aim,Hedefinle bir ol,
,ev1b2,Not for me,Benlik değil,
,ev1b1o2t,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Anlıyorum der ve duvara yaslanır. ""Merak etme. Okçular yakında gelir. Zindan zamanla gelişecek.""",
,ev1b1o2t1,Archery requires time.,Okçuluk zaman ister.,
,ev1i1,The arrow flies straight.,Ok düz uçar,
,ev1i2,The path of an arrow - to the heart,Okun yolu - kalbe doğru,
,ev1i3,Archery is an art,Okçuluk her baba yiğidin harcı değildir,
,ev1i4,Arrows require patience,Oklar sabır ister,
,ev1f1,May we meet again,Tekrar buluşabilme dileğiyle,
,ev1f2,In another life...,Başka bir yaşamda,
,ev1f3,Fly straight,Düz uç,
,ev1f4,Aim true,İyi nişan al,
,ev1f5,Bullseye.,Onikiden.,
,ev1f6,Stay in range,Mesafeni koru,
,,,,
,ev2n,Master Archer,Usta okçu,
,ev2o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... ""A trade my sibling?"" he asks. ""Discard the tools of badgers. Be one with flight.""","Onu uzaklardan görüyorsun, diz çökmüş ama yine de asil. Seni çok daha öncesinden görmüş gibi. Fare gözleri güçlü ve keskin. Ruhunun derinliklerini görebildiğini hissediyorsun...""Ticaret için mi kardeşim?"" diye soruyor. ""Porsuk eşyalarını bırak da uçuşla bir ol""",
,ev2b1,"Give a weapon, get archery kit.","Bir silah ver, okçu donanımı al.",
,ev2b1o1,"He takes the weapon and tosses it into the darkness. ""This is not a weapon. It is a crutch."" He hands you new items.","Silahı alır ve karanlığa doğru atar. "" Bu bir silah değil, koltuk değneği."" Sana yeni silahlar verir.",
,ev2b1o1t1,Welcome to the school of archery.,Okçuluk okuluna hoşgeldin.,
,ev2b2,Not for me,Benlik değil,
,ev2b2o1,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Anlıyorum der ve yakındaki duvara yaslanır."" Merak etme. Okçular yakında gelir. Zindan zamanla gelişecek""",
,ev2b2o1t1,Archery requires time.,Okçuluk zaman ister,
,,,,
,ev3n,The retiring Chef,Emekli Şef,
,ev3o1,"Age has crept in around his snout. You can see the white fur and shaggy edges from around his coat. ""I'm getting out of the game,"" he says. ""If you have something to eat, I might as well give you my cleaver.""","Yaşlılık burnunun etrafından sinsice süzüldü. Paltosunun çevresinden beyaz kürk ve tüylü kenarları görebilirsin. ""Yavaş yavaş oyun dışı kalıyorum,""  ""Eğer yiyecek bir şeyin varsa, sana satırımı verebilirim .""",
,ev3b1,Trade food for a cleaver,Satır için yemek takas et,
,ev3b1o1,"Looks good to me, he says. You can't believe that he eats the whole thing without a moment's thought. ""Here you go,"" he says and hands you his chef knife. ""I won't be needing this any more.""","Bana güzel gözüküyor, diyor. Bir dakika düşünmeden bütün hepsini yiyip bitiriyor, inanamıyorsun. ""Al bakalım,"" diyip sana şef bıçağını veriyor. ""Buna artık ihtiyacım olacağını düşünmüyorum.""",
,ev3b1o1t1,I loved that knife. Use it well!,O bıçağı çok severdim. Güzel kullan!,
,ev3b1o1t2,I hope you like it!,Umarım seversin!,
,ev3b2,No thanks!,Hayır teşekkür ederim!,
,ev3b2o1,You turn to leave.,Ayrılmak için dönüyorsun.,
,ev3b2o1t1,Sure you won't change your mind?,Fikrini değiştirmeyeceğine emin misin?,
,ev3i1,Ah! Hope you aren't too hungry.,Ah! Umarım çok aç değilsindir.,
,ev3i2,Oh my!,Amanın!,
,ev3f1,Eat well!,Güzelce ye!,
,ev3f2,Be well fed!,İyice doy!,
,ev3f3,Taste victory!,Zaferi tat!,
,ev3f4,Stay full!,Tok kal!,
,ev3f5,Find cheese!,Peynir bul!,
,ev3f6,Welcome! Eat well!,Hoşgeldin! Eat iyice ye!,
,ev3f7,Ah! A customer!,Ah! Bir müşteri!,
,,,,
,ev4n,Chef's platter,Şefin tabağı,
,ev4o1,"Is that grilled onion you smell? And the scent of garlic? Oh wow! You want some so bad! ""My friend!,"" the mouse shouts to you. ""Let me indulge you!""","Kokusunu aldığın ızgara soğan mı? Ve sarımsak kokusu? Vay canına! Çok fena istiyorsun! ""Arkadaşım!"" diye bağırır fare sana. ""Seni şımartmama izin ver!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4o1cr8,"Your gears shift and churn. Is that the aroma of food? Somewhere deep within you, a memory stirs. But you cannot smell anything. The mouse shouts to you. ""Let me indulge you!""","Vitesleriniz değişiyor ve çalkalanıyor. Yemeğin aroması bu mu? İçinizin derinliklerinde bir yerde, bir hatıra canlanır. Ama hiçbir şeyin kokusunu alamazsınız. Fare sana bağırıyor. ""Seni şımartmama izin ver!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4b1,Buy some food!,Biraz yemek satın al!,
,ev4b1o1,"Very good, he says. ""Another perhaps?""","Çok güzel, der. ""Bir tane daha?""",
,ev4b2,"No, thank you","Hayır, teşekkür ederim",
,ev4b2o1,"Very good sir, he says. ""But please do change your mind.""","Çok iyi efendim, der. ""Ama lütfen fikrini değiştir.""",
,ev4b2o1t1,More food to be had!,Yiyecek daha fazla yemek!,
,ev4b2o1t2,Eat again!,Yine ye!,
,,,,
,ev5n,Eyes,Gözler,
,ev5o1,The wall splits open. Inside you can see a vast abyss. Green eyes peer in. You recognize them as the eyes of a predator. Strange sounds echo from the place and an offer is made...,Duvar yarılıp açılır. İçeride sonsuz bir cehennem görebiliyorsun. Yeşil gözler dikkatlice sana bakıyor. Bu gözlerin bir predatore ait olduğunun farkına varıyorsun. İçeriden değişik sesler geliyor ve bir teklif yapılıyor...,
,ev5b1,Take a rare item for a curse,Bir lanet yerine nadir bir eşya al,
,ev5b1o1,You can feel an acknowledgement and an item appears. The eyes watch as a horrible curse is placed in your backpack,Bir tasdik hissettin ve bir eşya ortaya çıktı.  Korkunç bir lanet sırt çantana yerleşirken gözler seni izliyor,
,ev5b1o2,"Two items appear in front of you, but a horrible curse has been placed upon you. The eyes give no sign of emotion.","Önüne iki tane eşya çıkıyor, ama üstüne korkunç bir lanet musallat oldu. Gözlerde herhangi bir duygu sezilemiyor",
,ev5b2,No thanks,Hayır teşekkür ederim,
,ev5b2o1,The eyes watch you. They show no sign of emotion. ,Gözler seni izliyor. Herhangi bir duygu taşımıyorlar., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i1,01100111 01101111 01101110 01100101,01100111 01101001 01110100 01101101 01101001 11000101 10011111,gone-gitmiş
,ev5i2,01110111 01100001 01110010,01110011 01100001 01110110 01100001 11000101 10011111,war-savaş
,ev5i3,01101101 01100001 01101011 01100101 01110010 01110011,01111001 01100001 01110000 01100001 01101110 01101100 01100001 01110010,makers-yapanlar
,ev5f1,01110010 01100101 01101100 01101001 01100011 01110011,01100101 01110011 01100101 01110010 01101100 01100101 01110010,relics-eserler
,ev5f2,01100100 01100001 01101110 01100111 01100101 01110010,01110100 01100101 01101000 01101100 01101001 01101011 01100101,danger-tehlike
,ev5f3,01100001 01101000 01100101 01100001 01100100,01101001 01101100 01100101 01110010 01101001 01100100 01100101,ahead-ileride
,,,,
,ev6n,Brandy the Otter,Su samuru Brandy,
,ev6o1,"Well, howdy! she says as you approach! Her nose wiggles and she shakes her gigantic tail. ""I've been doing some fishing. Care to buy one?""","Sen yaklaşırken sesleniyor ""Hey naber!"", burnu ve kuyruğu kıpır kıpır sallanıyor. ""Balık tutuyordum, satın almak ister misin?""",
,ev6b1,Buy a fish!,Bir balık satın al!,
,ev6b1o1,"She tosses you a fish. ""Care for another?""","Sana bir balık fırlatır. ""Dahasını ister misin?""",
,ev6b1o1t1,Hope you enjoy it!,Umarım beğenirsin!,
,ev6b1o1t2,That's good!,Bu iyiydi!,
,ev6b2,No thanks,Hayır teşekkürler,
,ev6b2o1,You say no. The smell is starting to get to be a bit much.,"Demeh hayır! , burası biraz kokmaya mı başladı?",
,ev6b2o1t1,I'm still here if you want more!,Dahasını istersen ben burdayım!,
,ev6b2o1t2,"If you want a fish, let me know!",Balık istersen söylemen yeter!,
,ev6i1,Well howdy traveler!,"Hey gezgin, nası gidiyo?",
,ev6i2,"Nothing like a good fish, ya hear?",İyi balık gibisi yoktur bilir misin?,
,ev6i3,I'm hungry! Need to chomp!,Çok acıktım! Bir şeyler yesem iyi olur!,
,ev6i4,Oh! Well how ya' doin' friend?,Hey kanka nası gidiyo?,
,ev6i5,Mmm... hi howdy there!,Mmm... Selam naber!,
,ev6f1,See you again soon!,Görüşmek üzere!,
,,,,
,ev7n,The Forge - Shield,Demirhane - Kalkan,
,ev7o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Bir porsuk örsünün başında duruyor. Kolları, zindanda geçirdiği yıllar sonucu güçlü ve metanetli . Sana bakarak kafasını sallar ve ""demir döverim,"" der. Porsuklar çok konuşmaz. ""Geliştirme?"" diye sorar.",
,ev7b1,Add 4 block,4 Blok ekle,
,ev7b1o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Kalkanını alır ve çekiciyle vurur. Bütün zindanda bir çınlama yankılanır. ""Zayıf,"" der. ""Daha iyi yap"" Birkaç titizlikle vurulan darbe sonrası kalkanı yeniden şekillendirir. Kalkanın bu kadar güzel duracabileceğini beklemiyordun.",
,ev7b1o1t1,You enjoy.,Sen eğlenmek.,
,ev7b2,Add 1 spike,1 Diken ekle,
,ev7b2o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Kalkanını alır ve çekiciyle vurur. Bütün zindanda bir çınlama yankılanır. ""Zayıf,"" der. ""Daha iyi yap"" Birkaç titizlikle vurulan darbe sonrası kalkanı yeniden şekillendirir. Kalkanın bu kadar güzel duracabileceğini beklemiyordun.",
,ev7b2o1t1,Better now.,Şimdi daha iyi.,
,ev7b3,Add 1 haste,1 Hız ekle,
,ev7b3o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Kalkanını alır ve çekiciyle vurur. Bütün zindanda bir çınlama yankılanır. ""Zayıf,"" der. ""Daha iyi yap"" Birkaç titizlikle vurulan darbe sonrası kalkanı yeniden şekillendirir. Kalkanın bu kadar güzel duracabileceğini beklemiyordun.",
,ev7b3o1t1,Work fun.,Çalışmak eğlence.,
,ev7b4,No thanks,Hayır teşekkürler,
,ev7b4o1,She nods and carries on her work.,Kafasını sallayıp işine devam eder.,
,ev7b4o1t1,Work to do.,Yapacak iş.,
,ev7b4o1t2,No want?,İstememek?,
,ev7b4o1t3,Still here...,Hala burada...,
,ev7i1,This my forge,Bu benim demirhanem,
,ev7i2,Welcome to forge,Demirhaneye hoşgeldin,
,ev7i3,I am a crafter,Ben bir zanaatkarım,
,ev7i4,I craft for ages...,Asırlardır üretiyorum,
,ev7f1,Be well,İyi ol,
,ev7f2,Be strong,Güçlü ol,
,ev7f3,Be fierce,Sert ol,
,ev7f4,Be like Badger,Porsuk gibi ol,
,,,,
,ev8n,The Forge,Demirhane - Silah, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Bir porsuk örsünün başında duruyor. Kolları, zindanda geçirdiği yıllar sonucu güçlü ve metanetli . Sana bakarak kafasını sallar ve ""demir döverim,"" der. Porsuklar çok konuşmaz. ""Geliştirme?"" diye sorar.",
,ev8b1,Add /x damage to a weapon,5 Hasar ekle, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b2,Add /x poison to a weapon,2 Zehir ekle, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b3,Add /x burn to a weapon,1 Öfke ekle, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b4,Add /x slow to enemy to a weapon,Hayır teşekkürler, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b5,Add /x block to armor,Zırh için /x bloğu ekle, WARNING: AUTO-TRANSLATION #####################################################
,ev8b6,Add /x block to a shield,Kalkana /x bloğu ekle, WARNING: AUTO-TRANSLATION #####################################################
,ev8b7,Add /x haste to a shield,Kalkana /x acele ekle, WARNING: AUTO-TRANSLATION #####################################################
,ev8b8,Add /x spikes to a shield,Bir kalkana /x ani ekleme, WARNING: AUTO-TRANSLATION #####################################################
,ev8b9,Add conductive to armor,Zırh için iletken ekleyin, WARNING: AUTO-TRANSLATION #####################################################
,ev8b10,Add /x energy to clothing,Giysilere /x enerji ekleyin, WARNING: AUTO-TRANSLATION #####################################################
,ev8b11,Add /x haste to a structure,Bir yapıya /x acele ekle, WARNING: AUTO-TRANSLATION #####################################################
,ev8b12,Add /x regen to a ring,Bir halkaya /x regen ekle, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13,No thanks,"Hayır, teşekkürler", WARNING: AUTO-TRANSLATION #####################################################
,ev8b13o1,She nods and carries on her work.,Başını sallar ve işine devam eder., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t1,Work to do.,Yapılacak iş., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t2,No want?,İstememek?, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t3,Still here...,Hala burada..., WARNING: AUTO-TRANSLATION #####################################################
,ev8bsos,"She takes the item, turns it a few times, and then presses it to her anvil. Her hammer sends sparks flying and you turn around to cover your eyes. When you turn back, it glows with a new purpose.","Öğeyi alır, birkaç kez çevirir ve ardından örsüne bastırır. Çekici kıvılcımlar saçıyor ve sen gözlerini kapatmak için arkanı dönüyorsun. Geri döndüğünüzde, yeni bir amaçla parlıyor.", WARNING: AUTO-TRANSLATION #####################################################
,ev8bsosts,I help,yardım ederim, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,ev9n,Healer,Şifacı,
,ev9o1,The porcupine's have travelling clinics throughout the dungeon. They seek to heal the animals who venture deep into the dangers here.,"Kirpilerin zindan boyunca gezici klinikleri vardır. Amaçları, buradaki tehlikelerin derinliklerine inen hayvanları iyileştirmeye çalışmaktır.",
,ev9b1,Heal 25 health,25 Can iyileş,
,ev9b1o1,"She runs her paw across your wounds. The quills on her back shake and you are lost in the sound of them. When you come to, many wounds are healed.","Patisini yaraların üstünde gezdirir. Sırtındaki dikenli tüyler titriyor ve onların sesinde kayboluyorsun . Kendine geldiğinde, yaralarının çoğunun iyileştiğini farkediyorsun.",
,ev9b1o1t1,You look stronger my dear!,Daha güçlü görünüyorsun canım!,
,ev9b1o1t2,Glad to have helped you!,Yardım ettiğime sevindim!,
,ev9b1o1t3,I am here for you!,Senin için buradayım!,
,ev9b1o1t4,Those wounds are gone.,Bu yaralar geçmiş.,
,ev9b2,Gain 5 max health ,5 azami Can kazan, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1,She reaches out and you feel a great strength rising! For a moment you seem to lift off the floor.,"Sana dokunuyor. İçinde büyük bir kuvvetin doğuşunu hissediyorsun. Patilerin yeri sıkıcı kavrıyor, fakat neredeyse uçuyormuş hissiyatına kapılıyorsun.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1purse,"She reaches out to you. You feel a great strength in you rising. Your paws are firmly planted, but it almost feels that you are floating.","Sana uzanıyor. Yükselirken içinde büyük bir güç hissediyorsun. Pençeleriniz sıkıca dikilmiş, ancak neredeyse yüzüyormuşsunuz hissi veriyor.", WARNING: AUTO-TRANSLATION #####################################################
,ev9b2o1t1,You are stronger now than before.,Öncesinden daha güçlüsün.,
,ev9b2o1t2,I see your strength.,Gücünü görüyorum.,
,ev9b2o1t3,May you achieve what seemed impossible.,Umarım imkansız görüneni şimdi başarabilirsin.,
,ev9b2o1t4,Your bravery astounds me.,Cesaretin beni hayrete düşürüyor.,
,ev9b3,Remove all curses,Bütün lanetleri kaldır,
,ev9b3o1,"I sense a great disturbance, she says. ""Something horrible has been placed in your backpack. Let me see."" She removes a single quill and pokes it into your bag carefully in several spots. ""That should do it,"" she says.","Büyük bir rahatsızlık seziyorum. ""Korkunç bir şey çantana yerleştirilmiş. Görmeme izin ver."" Sırtından dikenli bir tüyü koparıp çantanın belli yerlerini dikkatlice dürter. ""Bu işe yaramalı,"" der.",
,ev9b3o1t1,The curses can't hurt you now.,Lanetler artık sana zarar veremez.,
,ev9b3o1t2,Your backpack is a true friend.,Sırt çantan gerçek bir arkadaş.,
,ev9b3o1t3,Curses are temporary.,Lanetler geçicidir.,
,ev9b3o1t4,Heroics are forever.,Kahramanlığın hatrı sonsuza kadardır.,
,ev9b4,Nothing for me,Benlik bir şey yok,
,ev9b4o1,Very well she says.,Peki öyleyse der.,
,ev9b4o1t1,We are with you,Seninleyiz,
,ev9i1,Welcome to our healing center!,Şifa merkezimize hoşgeldin!,
,ev9i2,We are here to protect the brave!,Cesuru korumak için buradayız!,
,ev9i3,"Come hero, let me heal you!","Gel kahraman, seni iyileştirmeme izin ver!",
,ev9f1,Stay safe!,Sağlıcakla kal!,
,ev9f2,My sisters are here for you!,Kardeşlerim senin için burada!,
,ev9f3,May we meet again!,Tekrar buluşabilme dileğiyle!,
,,,,
,ev10n,Magic Font,Büyülü Çeşme,
,ev10o1,"Nestled deep in a throng of mushrooms you see a magical font, its cool waters flowing. Above the water, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting.","Mantar kalabalığının derinliklerinde büyülü bir çeşme görüyorsun, soğuk suları akıyor. Suyun üstünde, nemli bir sis dönüyor ve köşeden dökülüyor. Uzaktan kurbağaların vıraklamasını duyuyorsun... hayır... bu bir ilahi...",
,ev10b1,Say a prayer...[+3 max hp],Dua et...[+3 azami Can],
,ev10b1o1,"You wish to make it home safely, your backpack overflowing with rare cheeses. You feel a warmth in you. You can do this!","Eve güvenli bir şekilde dönmeyi, sırt çantanın nadir peynirlerle dolup taşmasını diliyorsun. İçinde bir sıcaklık hissediyorsun. Bunu yapabilirsin!",
,ev10b2,take a bath [+15 hp],Duş al [+15 Can],
,ev10b2o1,The water feels warm and relaxing on your skin. The croaking grows louder. From behind a mushroom a frog nods at you. Your wounds are healed.,Sıcak su içini ısıtıp cildini rahatlatıyor. Vıraklama sesleri daha da yükseliyor . Bir mantarın arkasından bir kurbağa sana doğru kafasını sallıyor. Yaraların iyileşti.,
,ev10b3,Kick it over! [Start a battle!],Tekmeleyip yere düşür! [Savaşa başla!],
,ev10b3o1,"You watch the water as it flows across the floor of the dungeon. It pools up around the feet of an enemy. You look up. The frogs are not happy. ""Zealot!"" they cry and attack!","Zindanın zemininde suyun akışını izliyorsun. Bir düşmanın ayağının etrafında birikmeye başlıyor. Yukarı bakıyorsun. Kurbağalar mutlu değil. ""Bağnaz!"" diye haykırıp saldırmaya başlarlar!",
,,,,
,ev11n,Buckler-o,Kalkan Oyunu,
,ev11extra,Drop the li'l Buckler! You can take the item you land on!,Küçük kalkanı at bakalım! Üstüne düştüğü eşyayı alabilirsin!,
,ev11i1,Nothing up my sleeves!,Hey kollarımda bir şey yok!,
,ev11i2,My left foot is lucky!,Sol ayağım uğurludur.,
,ev11i3,My house looks like a hat!,Evim bir şapkaya benziyor!,
,ev11f1,Magical!,Büyüleyici!,
,,,,
,ev12n,The Alchemist,Simyager,
,ev12o1,"Well hello there. Her voice is cool and friendly - not what you expected. ""May I interest you in some potions? In return... I ask for just a taste."" ""A taste? Of me?"" you ask. ""Just a nibble darling,"" she says. ""You'll barely feel a thing.""","Hey merhaba. Kadının sesi beklediğinin dışında havalı ve arkadaşça geliyor.""Biraz iksir ilgini çeker mi? Karşılığında iseee... tadına bakabilir miyim?."" ""tatmak mı benden mi?"" diye soruyorsun.""Yalnızca bir ısırık hiçbir şey hissetmeyeceksin"".",
,ev12b1,Get a potion. [Lose 5 health],İksir al [5 can kaybedersin],
,ev12b1o1,"Her teeth press into your neck. ""Oh delicious. May I tempt you again?""","Dişini boynuna geçiriyor. ""Mmh lezzetli tekrar deneyebilir miyim""",
,ev12b2,No thanks!,Hayır teşekkürler,
,ev12b2o1,"Very well darling, she says. ""Though I am sorry to see you go.""","Tabii ki tatlım ""Gittiğine üzülüyor olsam da.""",
,ev12b2o1t1,"Your loss, my sweet.",Senin kaybın tatlım.,
,ev12i1,"So vital. Mmm, delicious.","Hayat dolu. Mmm, lezzetli",
,ev12i2,The proper ingredients for the potion...,İksir için gerekli malzemelerr...,
,ev12i3,We brew what we can  to do what we must,Yapmamız gerekeni yapmak için elimizden geleni yapıyoruz,
,ev12i4,"A drop of red, a drop of green...","Bir damla kırmızı, bir damla da yeşil...",
,ev12f1,My dear there are reasons why things are as they are.,Canım benim bazı şeylerin olmasının nedeni vardır.,
,ev12f2,Come freely. Go safely darling.,"Hoşça git, hoşça gel, tatlım.",
,,,,
,ev13n,Trading up,Takas ediliyor,
,ev13o1cr8,"A warning from your internal systems - someone here cannot be trusted. Through the darkness your mechanical eyes see him clearly - a rat. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Dahili sistemlerinizden bir uyarı - buradaki birine güvenilemez. Karanlıkta mekanik gözleriniz onu açıkça görüyor - bir fare. ""Ticaret yapalım."" diyor. ""Sana aynı türden daha nadir bir eşya vereceğim..."" Kıkırdadı. Garanti yok.", WARNING: AUTO-TRANSLATION #####################################################
,ev13o1,"Your snout wiggles as you inhale a musky odor. Someone here is in need of a bath. You turn around and standing there is a rat. You never heard him come out. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Misk kokusu solurken burnunuz kıpırdıyor. Burada birilerinin duş almaya ihtiyacı var. Arkanı dönüyorsun ve orada bir fare duruyor. Ortaya çıkarken onu hiç duymadın. ""Takas yapalım."" diyor. ""Sana aynı türden daha nadir bir eşya vereceğim..."" der kıkırdayarak. Hiçbir garantisi yok.",
,ev13b1,Get a rarer item of the same type,Aynı tipteki daha nadir bir eşya ile değiştirin,
,ev13b1o1,"He takes the item and examines it. ""How's this for a trade?"" There's no time to say no.","Eşyayı alır ve inceler. ""Takas için bu nasıl?"" Hayır demeye vakit yok.",
,ev13b1o1t1,Hehehe,Hehehe,
,ev13b1o1t2,Hope ya' like it,Eminim sen de seversin,
,ev13b1o1t3,No take backsies,Verilen mal geri alınmaz,
,ev13b2,No thanks,Hayır teşekkürler,
,ev13b2o1,"You see his tail flick ominously beneath his cloak. A smile crosses his lips. ""Come now,"" he says. ""I think you'll see it's in your interest.""","Pelerininin altından kuyruğu sinsice sallanıyor ve gülümsüyor. ""Buraya bence gel bu senin ilgini çekecek.""",
,ev13b2o1t1,Don't resist this deal,"Direnme, gel anlaşalım.",
,ev13b2o1t2,Let me tempt you,Seni etkilememe izin ver,
,ev13b2o1t3,"Come now, let's trade","Hadi gel, alışveriş yapalım.",
,ev13i1,What are ya' trading?,Ne takaslıyoruz?,
,ev13i2,Lets make a deal!,Hadi bir anlaşma yapalım!,
,ev13i3,Care to do a trade?,Takas yapmak ister misin?,
,ev13f1,He he he,He he he,
,ev13f2,What a sucker...,Heh enayi,
,,,,
,ev14n,Shady Trader,Netameli Tüccar,
,ev14o1,"His cloak billows as he steps out from the shadows. ""We can make a trade, you and I."" he says. You know risks are involved.","Gölgelerin içinden pelerini dalgalanarak biri çıkıyor. ""Bir takas yapabiliriz sen ve ben."" diyor. Risklerin söz konusu olduğunu biliyorsun",
,ev14b1,Get a different item of the same rarity,Aynı nadirlikteki başka bir eşya ile değiştirin,
,ev14b1o1,He takes your item and from his cloak pulls a replacement.,Eşyanı alır ve pelerinden yenisini çıkarır.,
,ev14b2,No thanks!,Hayır teşekkürler,
,ev14b2o1,"Very well, he says. ""But can I perhaps change your mind?""","Çok iyi, diyor.""Sanırım fikrini değiştirebilirim.""",
,ev14b2o1t1,The offer still stands.,Teklif hala geçerli.,
,,,,
,ev15n,squirrel patrol,Sincap Devriye,
,ev15o1,"The squirrel looks at you absent mindedly. ""Long ago I retired from the patrol"", he says. ""Now I spend my days adventuring and reliving my glory days. I don't need much of my old equipment anymore. Can I interest you in something?""","Sincap boş bakışlarla sana dönüp ""Uzun zaman önce devriyeden emekli oldum artık günlerimi maceralara atılarak ve eski ihtişamlı günlerimdeki gibi yaşayarak geçiriyorum. Artık eski ekipmanlarıma ihtiyacım yok ilgini çeken bir şey var mı?"" ",
,ev15b1,"""I'll take a shield""","""Kalkanı alayım""",
