,,,,
,evten,The end?,Konec?,
,evteo1,You have made it to the center of the dungeon and have found the golden cheese! More content is coming! Please join our discord and show off your  backpack!,Dostal jsi se až do samotného středu jeskyně a našel zlatý sýr! Více obsahu přijde brzy! Připoj se na náš discord a ukaž všem svůj vyparáděný magický batoh!,
,evteo1cr8,"You see a golden cog upon the platform. Reaching out, it lifts into the sky. Your machinery will restore Orderia! This is only the beginning of your new machines!","Na nástupišti vidíte zlaté ozubené kolo. Když se natáhne, zvedne se k nebi. Vaše stroje obnoví Orderia! Toto je pouze začátek vašich nových strojů!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1purse,"Your whiskers twitch. There it is - the golden cheese! With delicious food, many new villagers will flock to Orderia!",Vousy ti cukají. Tady to je - zlatý sýr! S lahodným jídlem se do Orderie hrne mnoho nových vesničanů!, WARNING: AUTO-TRANSLATION #####################################################
,evteo1tote,"Atop the altar is a golden seed - a ""Dreaming Seed"". With each seed, a new plant will spring to life in Orderia!",Nahoře oltáře je zlaté semínko – „Semeno snů“. S každým semenem v Orderia ožije nová rostlina!, WARNING: AUTO-TRANSLATION #####################################################
,evteb1,Continue in Endless Mode,Pokračovat v nekonečném režimu,
,evteb1o1,You continue forward! Things are about to get pretty hard...,Pokračuješ vpřed! Začne to být pěkně těžké...,
,evteb2,New game!,New game!,
,evteb2o1,You decide to start again for a new challenge!,You decide to start again to get new cheese!, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,evldn,Locked door,Zamčené dveře,
,evldo1,You encounter a locked door. Will you open it?,Přišel jsi k zamčeným dveřím. Odemkneš je?,
,evldb1,Unlock the door,Odemknout dveře,
,evldb1o1,You open the door.,Otevřel jsi dveře.,
,evldb2,Leave,Odejít,
,evldb2o1,You leave the door.,Odešel jsi od dveří.,
,,,,
,,,,
,,,,
,ev1n,The master returns,Mistr se vrátil,
,ev1o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... 'May I help you further?' he asks. 'A few coins and I will give you an item for archers.'","Vidíš ho z dálky klečícího a přesto vznešeného. Zdá se že tě zpozoroval dávno před tím než ty jeho. Jeho myší oči jsou silné a pronikavé. Cítíš že ti vidí do duše... ""Mohu ti pomoci?"" ptá se. ""Pár mincí a dám ti předmět pro lukostřelce.""","Vidíš ho z dálky, klečícího a přesto vznešeného. Zdá se že tě zpozoroval dávno před tím než ty jeho. Jeho myší oči jsou silné a pronikavé. Cítíš že ti vidí do duše... ""Mohu ti pomoci?"" ptá se. ""Pár mincí a dám ti předmět pro lukostřelce.""  WARNING: ENGLISH TEXT CHANGED #####################################################"
,ev1b1,Get an item,Dostat předmět,
,ev1b1o1,"He takes the coins and rubs them in his mouse paw. ""Just a few will do nicely. I hope this can help you further,"" he says.","Vezme mince a vetře je do své myší tlapky a praví: ""Jen pár jich bude stačit. Doufám že ti tohle pomůže."" ",
,ev1b1o1t1,Fly true like an arrow,Leť hbitě jako šíp,
,ev1b1o1t2,Be one with your aim,Buď jeden s tvou muškou,
,ev1b2,Not for me,To není nic pro mě,
,ev1b1o2t,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","""Rozumím"", řekl a opřel se o blízkou zeď. ""Neboj se. Lučišníci přijdou. Jeskyně se mění s časem."" ",
,ev1b1o2t1,Archery requires time.,Lukostřelba vyžaduje čas.,
,ev1i1,The arrow flies straight.,Šípy létají věrně., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1i2,The path of an arrow - to the heart,Cesta šípu - do srdce, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1i3,Archery is an art,Lukostřelba je umění, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1i4,Arrows require patience,Šípy vyžadují čas, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1f1,May we meet again,Nechť se znovu shledáme, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1f2,In another life...,Tak v příštím životě..., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1f3,Fly straight,Leť přímě, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1f4,Aim true,Miř přesně, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1f5,Bullseye.,Zásah, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev1f6,Stay in range,Zůstaň na dostřel, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,ev2n,Master Archer,Mistr Luku,
,ev2o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... ""A trade my sibling?"" he asks. ""Discard the tools of badgers. Be one with flight.""","Vidíš ho z dálky, klečícího a přesto vznešeného. Zdá se že tě zpozoroval dávno před tím než ty jeho. Jeho myší oči jsou silné a pronikavé. Cítíš že ti vidí do duše... ""Výměna, můj sourozenče?"" ptá se. ""Zahoď nástroje jezevců, a já z tebe udělám ukostřelce."" ",
,ev2b1,"Give a weapon, get archery kit.",Vyměň zbraň za lukostřeleckou soupravu.,Vyměň zbraň za WARNING: ENGLISH TEXT CHANGED #####################################################
,ev2b1o1,"He takes the weapon and tosses it into the darkness. ""This is not a weapon. It is a crutch."" He hands you new items.","Vezme tvojí zbraň a zahodí ji do temnoty. ""Tohle není zbraň, pouhá berle."" Řekne a podává ti nové předměty. ",
,ev2b1o1t1,Welcome to the school of archery.,Vítej ve škole lukostřelectví.,
,ev2b2,Not for me,Nic pro mě,
,ev2b2o1,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","""Rozumím"", řekl a opřel se o blízkou zeď. ""Neboj se. Lučišníci přijdou. Jeskyně se mění s časem."" ",
,ev2b2o1t1,Archery requires time.,Lukostřelba vyžaduje čas.,
,,,,
,ev3n,The retiring Chef,Šéfkuchař v Důchodu,
,ev3o1,"Age has crept in around his snout. You can see the white fur and shaggy edges from around his coat. ""I'm getting out of the game,"" he says. ""If you have something to eat, I might as well give you my cleaver.""","Léta k němu byla tvrdá. Vidíš bílou huňatou srts pod jeho kabátem. ""Já už tady končim"" praví. ""Když mi dáš něco k snědku, možná ti dám svůj sekáček."" ",
,ev3b1,Trade food for a cleaver,Vyměň jídlo za sekáček,
,ev3b1o1,"Looks good to me, he says. You can't believe that he eats the whole thing without a moment's thought. ""Here you go,"" he says and hands you his chef knife. ""I won't be needing this any more.""","""To vypadá dobře"" řekl a hned jídlo celé snědl. ""Tady máš"" praví a nabízí ti svůj nejlepší nůž. ""Tohle už potřebovat nebudu."" ",
,ev3b1o1t1,I loved that knife. Use it well!,Ten nůž jsem miloval. Použij ho dobře!,
,ev3b1o1t2,I hope you like it!,Doufám že se ti bude líbit!,
,ev3b2,No thanks!,Né díky!,díky!
,ev3b2o1,You turn to leave.,Otočíš se k odchodu,
,ev3b2o1t1,Sure you won't change your mind?,Asi už nezměníš názor?,
,ev3i1,Ah! Hope you aren't too hungry.,Ah! Doufám že nejsi moc hladový.,
,ev3i2,Oh my!,Co to tady máme?,
,ev3f1,Eat well!,Pěkně se najez!,
,ev3f2,Be well fed!,Dobře se nakrm!,
,ev3f3,Taste victory!,Ochutnej Vítězství,
,ev3f4,Stay full!,Zůstaň plný!,
,ev3f5,Find cheese!,Najdi sýr!,
,ev3f6,Welcome! Eat well!,Vítej! A pěkně se najez!,
,ev3f7,Ah! A customer!,Ha! Zákazník!,
,,,,
,ev4n,Chef's platter,Šéfkuchařům Talíř,
,ev4o1,"Is that grilled onion you smell? And the scent of garlic? Oh wow! You want some so bad! ""My friend!,"" the mouse shouts to you. ""Let me indulge you!""","Cítíš tu grilovanou cibuli? A vůně česneku? OH wow! Hrozně to chceš! ""Můj příteli!"" křičí na vás myš. ""Nech mě ti to dopřát!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4o1cr8,"Your gears shift and churn. Is that the aroma of food? Somewhere deep within you, a memory stirs. But you cannot smell anything. The mouse shouts to you. ""Let me indulge you!""","Vaše převody se řadí a třepí. Je to vůně jídla? Někde hluboko ve vás se probouzí vzpomínka. Ale nemůžete cítit nic. Myš na tebe křičí. ""Nech mě ti to dopřát!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4b1,Buy some food!,Kup nějké jídlo!,
,ev4b1o1,"Very good, he says. ""Another perhaps?""","""Velmi dobře"" říká, ""chceš přídavek?"" ",
,ev4b2,"No, thank you",Né díky,Ne WARNING: ENGLISH TEXT CHANGED #####################################################
,ev4b2o1,"Very good sir, he says. ""But please do change your mind.""","""Znamenitě Pane, ale nebojte se změnit názor"" ",
,ev4b2o1t1,More food to be had!,Je třeba více jídla!,
,ev4b2o1t2,Eat again!,Pojď pro přídavek!,
,,,,
,ev5n,Eyes,Oči,
,ev5o1,The wall splits open. Inside you can see a vast abyss. Green eyes peer in. You recognize them as the eyes of a predator. Strange sounds echo from the place and an offer is made...,Zeď se otevře. Uvnitř můžeš vidět hlubokou propast. Zelené oči nahlížejí zevnitř. Poznáváš oči predátora. Z místa se ozývají zvláštní zvuky a přichází nabídka..,
,ev5b1,Take a rare item for a curse,Dostaň vzácný předmět a buď proklet,
,ev5b1o1,You can feel an acknowledgement and an item appears. The eyes watch as a horrible curse is placed in your backpack,Cítíš že propast potvrzuje tvoji volbu a zjeví se před tebou předmět. Zelené oči sledují kletbu umístěnou na tvůj batoh,
,ev5b1o2,"Two items appear in front of you, but a horrible curse has been placed upon you. The eyes give no sign of emotion.",Zjeví se před tebou dva předměty ale byla na tebe sesléna hrozná kletba. Oči nedávají najevo žádné emoce.,Zjeví se před tebou dva předměty WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5b2,No thanks,Né díky,díky
,ev5b2o1,The eyes watch you. They show no sign of emotion. ,Zelené oči tě sledují a neprojevují emoce., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i1,01100111 01101111 01101110 01100101,1 100 111 011 011 110 000 000 000 000 000, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i2,01110111 01100001 01110010,11 101 110 110 000 100 000 000, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i3,01101101 01100001 01101011 01100101 01110010 01110011,11 011 010 110 000 100 000 000 000 000 000 000 000 000 000 000, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5f1,01110010 01100101 01101100 01101001 01100011 01110011,11 100 100 110 010 100 000 000 000 000 000 000 000 000 000 000, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5f2,01100100 01100001 01101110 01100111 01100101 01110010,11 001 000 110 000 100 000 000 000 000 000 000 000 000 000 000, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5f3,01100001 01101000 01100101 01100001 01100100,110 000 101 101 000 000 000 000 000 000 000 000 000, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,ev6n,Brandy the Otter,Vydra Brendy,
,ev6o1,"Well, howdy! she says as you approach! Her nose wiggles and she shakes her gigantic tail. ""I've been doing some fishing. Care to buy one?""","Zdravíčko! Říká když se přibližuješ. Začmuchá nosem a zavrtí ocasem. ""Trochu jsem rybařila. Nechceš koupit Rybu?"" ",
,ev6b1,Buy a fish!,Kup Rybu!,
,ev6b1o1,"She tosses you a fish. ""Care for another?""","Hodí ti Rybu a ptá se: ""Chceš další?"" ",
,ev6b1o1t1,Hope you enjoy it!,Ať ti chutná!,
,ev6b1o1t2,That's good!,To je dobře!,
,ev6b2,No thanks,Né díky,díky
,ev6b2o1,You say no. The smell is starting to get to be a bit much.,Řekneš ne. Ten puch ti začíná být trochu moc.,ten puch ti začíná být trochu moc.
,ev6b2o1t1,I'm still here if you want more!,Budu tady kdybys chtěl další!,
,ev6b2o1t2,"If you want a fish, let me know!",Jestli chceš Rybu dej mi vědět!,Jestli chceš Rybu WARNING: ENGLISH TEXT CHANGED #####################################################
,ev6i1,Well howdy traveler!,Zdravíčko cestovateli!,
,ev6i2,"Nothing like a good fish, ya hear?",Není nic jako dobrá Ryba. žejo?,Není nic jako dobrá Ryba WARNING: ENGLISH TEXT CHANGED #####################################################
,ev6i3,I'm hungry! Need to chomp!,Mám hlad! Potřebuju něco k zakousnutí!,
,ev6i4,Oh! Well how ya' doin' friend?,Oh! No a jak se máš příteli?,
,ev6i5,Mmm... hi howdy there!,Mmm... Zdravíčko!,
,ev6f1,See you again soon!,Uvidíme se brzy!,
,,,,
,ev7n,The Forge - Shield,Kovárna - Štít,
,ev7o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Jezevčice stojí po boku svojí kovadliny. Její paže jsou silné a odolné po letech strávených v Jeskyni. Kývne na tebe: ""Já kuji"" říká. Jezevci toho nikdy moc nenamluví. ""Vylepšit?"" ptá se. ",
,ev7b1,Add 4 block,Přidá Štítu +4 bloku,
,ev7b1o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Vezme tvůj štít a udeří do něj. Zvuk kladiva se odráží od prázdných stěn Jeskyně. ""Slabý"" říká. ""Udělat lepší"". Několika přesnými údery přetvoří štít. Nedokázal sis ani představit že by mohl vypadat tak dobře. ",
,ev7b1o1t1,You enjoy.,Užívat!,
,ev7b2,Add 1 spike,Přidá Štítu +1 do Ostnů,
,ev7b2o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Vezme tvůj štít a udeří do něj. Zvuk kladiva se odráží od prázdných stěn Jeskyně. ""Slabý"" říká. ""Udělat lepší"". Několika přesnými údery přetvoří štít. Nedokázal sis ani představit že by mohl vypadat tak dobře. ",
,ev7b2o1t1,Better now.,Hned je to lepší!,
,ev7b3,Add 1 haste,Přidá Štítu +1 do Spěchu,
,ev7b3o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Vezme tvůj štít a udeří do něj. Zvuk kladiva se odráží od prázdných stěn Jeskyně. ""Slabý"" říká. ""Udělat lepší"". Několika přesnými údery přetvoří štít. Nedokázal sis ani představit že by mohl vypadat tak dobře. ",
,ev7b3o1t1,Work fun.,Práce zábava!,
,ev7b4,No thanks,Né díky,díky
,ev7b4o1,She nods and carries on her work.,Přikývne a pokračuej ve své práci,
,ev7b4o1t1,Work to do.,Mít práci.,
,ev7b4o1t2,No want?,Nechtít?,
,ev7b4o1t3,Still here...,Furt tady...,
,ev7i1,This my forge,Tohle moje Kovárna, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7i2,Welcome to forge,Vítat v Kovárna, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7i3,I am a crafter,Já Kovářka, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7i4,I craft for ages...,Já tvořit už věky.., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7f1,Be well,Mít se., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7f2,Be strong,Být silný., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7f3,Be fierce,Být zuřivý., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev7f4,Be like Badger,Být jako jezevec., WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,ev8n,The Forge,Kovárna - Zbraň, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Jezevčice stojí po boku svojí kovadliny. Její paže jsou silné a odolné po letech strávených v Jeskyni. Kývne na tebe: ""Já kuji"" říká. Jezevci toho nikdy moc nenamluví. ""Vylepšit?"" ptá se. ",
,ev8b1,Add /x damage to a weapon,Přidá Zbrani 5 poškození, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b2,Add /x poison to a weapon,Přidá Zbrani 2 Jedu, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b3,Add /x burn to a weapon,Přidá Zbrani 1 do Hněvu, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b4,Add /x slow to enemy to a weapon,Né díky,díky WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b5,Add /x block to armor,Přidejte blok /x do brnění, WARNING: AUTO-TRANSLATION #####################################################
,ev8b6,Add /x block to a shield,Přidejte blok /x do štítu, WARNING: AUTO-TRANSLATION #####################################################
,ev8b7,Add /x haste to a shield,Přidejte /x haste do štítu, WARNING: AUTO-TRANSLATION #####################################################
,ev8b8,Add /x spikes to a shield,Přidejte /x hroty do štítu, WARNING: AUTO-TRANSLATION #####################################################
,ev8b9,Add conductive to armor,Přidejte vodivé k brnění, WARNING: AUTO-TRANSLATION #####################################################
,ev8b10,Add /x energy to clothing,Přidejte /x energie do oblečení, WARNING: AUTO-TRANSLATION #####################################################
,ev8b11,Add /x haste to a structure,Přidejte /x haste do struktury, WARNING: AUTO-TRANSLATION #####################################################
,ev8b12,Add /x regen to a ring,Přidejte /x regen do kruhu, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13,No thanks,"Ne, díky", WARNING: AUTO-TRANSLATION #####################################################
,ev8b13o1,She nods and carries on her work.,Přikývne a pokračuje ve své práci., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t1,Work to do.,Práce udělat., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t2,No want?,Nechci?, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t3,Still here...,Ještě tady..., WARNING: AUTO-TRANSLATION #####################################################
,ev8bsos,"She takes the item, turns it a few times, and then presses it to her anvil. Her hammer sends sparks flying and you turn around to cover your eyes. When you turn back, it glows with a new purpose.","Vezme předmět, několikrát s ním otočí a pak ho přitlačí ke své kovadlině. Její kladivo vysílá jiskry a vy se otočíte, abyste si zakryli oči. Když se otočíte zpět, zazáří s novým účelem.", WARNING: AUTO-TRANSLATION #####################################################
,ev8bsosts,I help,já pomáhám, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,ev9n,Healer,Doktorka,
,ev9o1,The porcupine's have travelling clinics throughout the dungeon. They seek to heal the animals who venture deep into the dangers here.,Dikobrazi mají po celé Jeskyni putovní kliniky. Jejich posláním je léčit zvířata která putují hluboko do Jeskyně.,která putují hluboko do Jeskyně.
,ev9b1,Heal 25 health,Vyléčit 25 zdraví,
,ev9b1o1,"She runs her paw across your wounds. The quills on her back shake and you are lost in the sound of them. When you come to, many wounds are healed.",Přejíždí tlapkou po tvých ránách. Bodliny na jejích zádech se chvějí a vytvářejí příjemný uspávavý zvuk. Usneš a když se probudíš tvé rány jsou zahojeny.,Přejíždí tlapkou po tvých ránách. Bodliny na jejích zádech se chvějí a vytvářejí příjemný WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b1o1t1,You look stronger my dear!,Vypadáš mnohem silněji drahoušku!,
,ev9b1o1t2,Glad to have helped you!,Jsem ráda že ti mohu pomoci!,
,ev9b1o1t3,I am here for you!,Jsem tu pro tebe!,
,ev9b1o1t4,Those wounds are gone.,Tvé rány jsou pryč.,
,ev9b2,Gain 5 max health ,Získej 5 maximálního zdraví, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1,She reaches out and you feel a great strength rising! For a moment you seem to lift off the floor.,Natáhne se k tobě. Cítíš že se v tobě probouzí velká síla. Cítíš jako by jsi létal.,Natáhne se k tobě. Cítíš že se v tobě probouzí velká síla. Cítíš jako by jsi létal. WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1purse,"She reaches out to you. You feel a great strength in you rising. Your paws are firmly planted, but it almost feels that you are floating.","Natahuje se k vám. Cítíš velikou sílu, jak stoupáš. Tlapky máte pevně zasazené, ale skoro máte pocit, že se vznášíte.", WARNING: AUTO-TRANSLATION #####################################################
,ev9b2o1t1,You are stronger now than before.,Vypadáš mnohem silněji zlatíčko!,
,ev9b2o1t2,I see your strength.,Vidím v tobě sílu.,
,ev9b2o1t3,May you achieve what seemed impossible.,Přeji hodně štěstí!,
,ev9b2o1t4,Your bravery astounds me.,Tvé statečnost mě udivuje.,
,ev9b3,Remove all curses,Zvedne všechny kletby,
,ev9b3o1,"I sense a great disturbance, she says. ""Something horrible has been placed in your backpack. Let me see."" She removes a single quill and pokes it into your bag carefully in several spots. ""That should do it,"" she says.","""Cítím velkou nerovnost"", říká. ""Něco hrozného bylo sesláno na tvůj batůžek. Ukaž mi to."" Vytrhne si jednu bodlinu a opatrně do batohu na několika místech píchne. ""To by mělo stačit"" říká. ",
,ev9b3o1t1,The curses can't hurt you now.,Tyhle kletby už ti neublíží.,
,ev9b3o1t2,Your backpack is a true friend.,Tvůj batůžek je skvělý kamarád tak si ho koukej vážit.,važ si ho.
,ev9b3o1t3,Curses are temporary.,Kletby jsou pouze dočasné.,
,ev9b3o1t4,Heroics are forever.,Hrdinství je věčné.,
,ev9b4,Nothing for me,Nic pro mě,
,ev9b4o1,Very well she says.,"""Buď opatrný"", říká. ",
,ev9b4o1t1,We are with you,Jsme s tebou,
,ev9i1,Welcome to our healing center!,Vítej v mojí klinice,
,ev9i2,We are here to protect the brave!,Jsme tu aby jsme ochránily statečné!,
,ev9i3,"Come hero, let me heal you!",Pojď sem hrdino a nech mě tě vyléčit,Pojď sem hrdino WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9f1,Stay safe!,Přeji ti zdraví!,
,ev9f2,My sisters are here for you!,Mé sestry jsou tu pro tebe!,
,ev9f3,May we meet again!,Naviděnou hrdino!,
,,,,
,ev10n,Magic Font,Magická Kropenka,
,ev10o1,"Nestled deep in a throng of mushrooms you see a magical font, its cool waters flowing. Above the water, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting.",Všimneš si Maické Kropenky schované mezi houbami. Kropenka je plná svěcené vody. Nad vodou krouží mlha a přelévá se přes okraj. V dálce slyšíš žabí kvákání... ne... odříkávání...,a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting. WARNING: ENGLISH TEXT CHANGED #####################################################
,ev10b1,Say a prayer...[+3 max hp],Pronést motlitbu. [+3maximální zdraví],
,ev10b1o1,"You wish to make it home safely, your backpack overflowing with rare cheeses. You feel a warmth in you. You can do this!",Modlíš se aby ses v pořídku navrátil domů s batohem plným sýra. Cítíš teplo u srdce. Tohle zvládneš!,Modlíš se aby ses v pořídku navrátil domů s batohem plným sýra. Cítíš teplo u srdce. Tohle zvládneš! WARNING: ENGLISH TEXT CHANGED #####################################################
,ev10b2,take a bath [+15 hp],Vykoupat se. [+15 zdraví],
,ev10b2o1,The water feels warm and relaxing on your skin. The croaking grows louder. From behind a mushroom a frog nods at you. Your wounds are healed.,Voda je příjemně teplá relaxující pro kůži. Kvákání pomalu sílí. Zpoza houby na tebe kývne žába. Tvá zranění jsou vyléčena.,relaxující pro kůži. Kvákání pomalu sílí. Zpoza houby na tebe kývne žába. Tvá zranění jsou vyléčena.
,ev10b3,Kick it over! [Start a battle!],Kopnout do ní! [Začne Souboj!],
,ev10b3o1,"You watch the water as it flows across the floor of the dungeon. It pools up around the feet of an enemy. You look up. The frogs are not happy. ""Zealot!"" they cry and attack!","Sleduješ tak se voda šíří po podlaze Jeskyně. Začne se tvořit kaluž kolem nehou tvého nepřítele. Podíváš se nahoru. Žáby nejsou šťasnté. ""Zéloté!"" křičí a útočí! ",
,,,,
,ev11n,Buckler-o,Plinko,
,ev11extra,Drop the li'l Buckler! You can take the item you land on!,Dostaneš předmět který vyhraješ!,
,ev11i1,Nothing up my sleeves!,Neboj nemám žádné eso v rukávu!,nemám žádné eso v rukávu!
,ev11i2,My left foot is lucky!,Moje levá noha je šťastná!,
,ev11i3,My house looks like a hat!,Můj dům vypadá jako čepička!,
,ev11f1,Magical!,Magické!,
,,,,
,ev12n,The Alchemist,Alchymista,
,ev12o1,"Well hello there. Her voice is cool and friendly - not what you expected. ""May I interest you in some potions? In return... I ask for just a taste."" ""A taste? Of me?"" you ask. ""Just a nibble darling,"" she says. ""You'll barely feel a thing.""","Dobrý večer..., nebo den?. Má příjemný hlas - to jsi úplně nečekal. ""Mohu vás zaujmout nějakými lektvary? Na oplátku bych... jen chtěla ochutnat."" ""Ochutnat? Mě?"" ptáš se. ""Jen jedno kousnutí drahoušku"" říká. ""Skoro nic neucítíš."" ",
,ev12b1,Get a potion. [Lose 5 health],Získáš lektvar. [Ztratíš 5 zdraví],
,ev12b1o1,"Her teeth press into your neck. ""Oh delicious. May I tempt you again?""","Její zuby ti prokousnou srst. ""Hmm, tak chutný. Mohu tě pokoušet znovu?"" ",
,ev12b2,No thanks!,Ne díky!,díky!
,ev12b2o1,"Very well darling, she says. ""Though I am sorry to see you go.""","""Jak myslíš drahoušk"", říká. ""Ale nerada tě vidím odcházet."" ",
,ev12b2o1t1,"Your loss, my sweet.",Tvoje ztráta drahoušku,Tvoje ztráta WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i1,"So vital. Mmm, delicious.",Tak výživný...,Tak výživný WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i2,The proper ingredients for the potion...,Správná ingredience pro lektvar...,
,ev12i3,We brew what we can  to do what we must,Vařím co můžu abych udělala co musím,abych udělala WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i4,"A drop of red, a drop of green...",Kapka zelené...,Kapka červené WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12f1,My dear there are reasons why things are as they are.,Můj drahý. Existují důvody proč jsou věci tak jak jsou.,existují důvody
,ev12f2,Come freely. Go safely darling.,Opětuj se drahoušku.,
,,,,
,ev13n,Trading up,Poctivý Obchodník,
,ev13o1cr8,"A warning from your internal systems - someone here cannot be trusted. Through the darkness your mechanical eyes see him clearly - a rat. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Varování z vašich interních systémů – někomu zde nelze věřit. Přes tmu ho vaše mechanické oči vidí jasně - krysu. ""Udělejme obchod."" on říká. ""Dám ti vzácnější předmět stejného typu..."" Zasměje se. Neexistují žádné záruky.", WARNING: AUTO-TRANSLATION #####################################################
,ev13o1,"Your snout wiggles as you inhale a musky odor. Someone here is in need of a bath. You turn around and standing there is a rat. You never heard him come out. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Tvůj čenich se chvěje když čukách zatuhlý zápach. Někdo tu potřebuje sprchu. Otočíš se a za tebou stojí krysa. Neslyšel jsi ho přicházet. ""Pojďme uzavřít obchod."" říká. ""Dám ti vzácnější předmět stejného typu.""  Směje se. Je to obchod bez záruky. ",
,ev13b1,Get a rarer item of the same type,Získat vzácnější předmět stejného typu,
,ev13b1o1,"He takes the item and examines it. ""How's this for a trade?"" There's no time to say no.","Vezme předmět a prohlédne si ho. ""Co bys řekl na tohle?"" Nemáš čas říct ne. ",
,ev13b1o1t1,Hehehe,Hehehe,
,ev13b1o1t2,Hope ya' like it,Snad se ti líbí,
,ev13b1o1t3,No take backsies,Předměty nevracím,
,ev13b2,No thanks,Ne díky!,díky
,ev13b2o1,"You see his tail flick ominously beneath his cloak. A smile crosses his lips. ""Come now,"" he says. ""I think you'll see it's in your interest.""","Vidíš, jak pod pláštěm zlověstně švihá ocasem. Začne se usmívat. ""Ale noták"" říká. ""Myslím že by to pro tebe bylo nejlepší rozhodnutí."" ",
,ev13b2o1t1,Don't resist this deal,Takové nabídce se neodmlouvá,
,ev13b2o1t2,Let me tempt you,Tohle neodmítneš,
