,mapCR8,Position identified. Subroutine parameters: hoard loot,Positie geïdentificeerd. Subroutine parameters: buit hamsteren, WARNING: AUTO-TRANSLATION #####################################################
character select,characterSelect,Character Select,Karakterselectie,
,satchel,satchel,zak, WARNING: AUTO-TRANSLATION #####################################################
,satchel1,"Satchel is the son of a noble bird on the run from the evil King Corvus, the Crow King! With his bag ripped and town captured, Satchel seeks the help of other heroes, and to discover the mystery of the Spiral of Feathers - in hopes of fixing his bag and saving his home!","Zak is de zoon van een nobele vogel die op de vlucht is voor de kwaadaardige koning Corvus, de kraaienkoning! Met zijn tas gescheurd en de stad veroverd, zoekt Zak de hulp van andere helden en om het mysterie van de Spiraal van Veren te ontdekken - in de hoop zijn tas te repareren en zijn huis te redden!", WARNING: AUTO-TRANSLATION #####################################################
,purse,purse,tas,
,purse1,"A peppy rat from a poor village in Oakshire Forest, she aims to storm the dungeon, rebuild her village, and save her family!","Een pittige rat van een arm dorp in het Oakshire Bos, ze wil de kerker bestormen, haar dorp herbouwen, en haar familie redden!",
,tote,tote,draagtas, WARNING: AUTO-TRANSLATION #####################################################
,tote1,"Banished by the elder frogs, her backpack is blessed by the Dreaming Tree. Magical carvings spawn each turn she is in danger.","Verbannen door de oudere kikkers, haar rugzak is gezegend door de Dromende Boom. Magische snijwerken verschijnen elke beurt dat ze in gevaar is.", WARNING: AUTO-TRANSLATION #####################################################
,CR-8,CR-8,K-1-ST, WARNING: AUTO-TRANSLATION #####################################################
,CR-81,"When you can't find a hero, you gotta make one! CR-8 is a mishmash of metal and nerd stuff that will take care of any enemy automatically - provided his circuitry is properly organized.","Wanneer je geen held kan vinden, maak je er één! CR-8 is een mengelmoes van metaal en nerd-dingen die automatisch met elke vijand afrekend - op voorwaarde dat zijn circuits goed zijn georganiseerd.", WARNING: AUTO-TRANSLATION #####################################################
Events,,,,///////////////I is intros and f is farewells
,evg,/x gold,/x goud,indicating a cost of x gold
,chest,chest,kist, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,evtn,Welcome to the dungeon!,Welkom in de kerker,
,evto1,You must conquer the dungeon by delving deep to the center to discover the ancient cheeses hidden there. You are armed only with your magic backpack.,Je moet de kerker veroveren door naar de diepte te gaan en de oeroude kazen die daar verborgen zijn vinden. Je hebt niks behalve je magische rugzak.,
,evtb1,I'm ready!,Ik ben klaar!,
,evtb1o1,"You head into the dungeon, knowing very few make it back alive!","Je gaat de kerker in, wetende dat de meesten niet levend terugkomen!",
,,,,
,evten,The end?,Het eind?,
,evteo1,You have made it to the center of the dungeon and have found the golden cheese! More content is coming! Please join our discord and show off your  backpack!,Je hebt het naar het diepste punt van de kerker gered en hebt de gouden kaas gevonden! Meer spelinhoud komt! Kom naar onze discord en laat je rugzak zien!, WARNING: ENGLISH TEXT CHANGED #####################################################
,evteo1cr8,"You see a golden cog upon the platform. Reaching out, it lifts into the sky. Your machinery will restore Orderia! This is only the beginning of your new machines!","Je ziet een gouden tandwiel op het platform. Ernaar toe reikend, verheft het zich in de lucht. Je machines zullen Orderia herstellen! Dit is nog maar het begin van je nieuwe machines!", WARNING: AUTO-TRANSLATION #####################################################
,evteo1purse,"Your whiskers twitch. There it is - the golden cheese! With delicious food, many new villagers will flock to Orderia!",Je snorharen trillen. Daar is hij dan - de gouden kaas! Met heerlijk eten zullen veel nieuwe dorpelingen naar Orderia komen!, WARNING: AUTO-TRANSLATION #####################################################
,evteo1tote,"Atop the altar is a golden seed - a ""Dreaming Seed"". With each seed, a new plant will spring to life in Orderia!","Boven op het altaar bevindt zich een gouden zaad - een ""Dromend Zaad"". Met elk zaadje komt er een nieuwe plant tot leven in Orderia!", WARNING: AUTO-TRANSLATION #####################################################
,evteb1,Continue in Endless Mode,Ga door in Eindeloze Mode,
,evteb1o1,You continue forward! Things are about to get pretty hard...,Je gaat verder! Dingen staan op het punt om erg moeilijk te worden…,
,evteb2,New game!,Nieuw Spel!,
,evteb2o1,You decide to start again for a new challenge!,Je besluit opnieuw te starten voor een nieuwe uitdaging!, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,evldn,Locked door,Gesloten deur,
,evldo1,You encounter a locked door. Will you open it?,Je komt een gesloten deur tegen. Zal je hem openen?,
,evldb1,Unlock the door,Open de deur,
,evldb1o1,You open the door.,Je opent de deur,
,evldb2,Leave,Vertrek,
,evldb2o1,You leave the door.,Je vertrekt van de deur,
,,,,
,,,,
,,,,
,ev1n,The master returns,De meester keert terug,
,ev1o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... 'May I help you further?' he asks. 'A few coins and I will give you an item for archers.'","Je ziet hem van een afstand, knielend maar toch nobel. Het lijkt dat hij je al lang geleden heeft gezien. Zijn muizenogen zijn sterk en doordringend. Je hebt het gevoel dat hij in je ziel kijkt... 'Mag ik je verder helpen?' vraagt hij. 'Een paar munten en ik geef je een voorwerp voor boogschutters.'",
,ev1b1,Get an item,Krijg een voorwerp,
,ev1b1o1,"He takes the coins and rubs them in his mouse paw. ""Just a few will do nicely. I hope this can help you further,"" he says.","Hij neemt de munten en wrijft ze in zijn palm. ""Een paar zullen volstaan. Ik hoop dat dit je verder kan helpen,"" zegt hij.",
,ev1b1o1t1,Fly true like an arrow,Vlieg recht als een pijl.,
,ev1b1o1t2,Be one with your aim,Wees een met je doelwit,
,ev1b2,Not for me,Niets voor mij,
,ev1b1o2t,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Ik begrijp het, zegt hij en leunt tegen de dichtbijzijnde muur. ""Maak je geen zorgen. Boogschutters komen binnenkort. De kerker zal beter worden met de tijd.""",
,ev1b1o2t1,Archery requires time.,Boogschieten kost tijd,
,ev1i1,The arrow flies straight.,De pijl vliegt recht.,
,ev1i2,The path of an arrow - to the heart,De weg van een pijl - naar het hart,
,ev1i3,Archery is an art,Boogschieten is een kunst,
,ev1i4,Arrows require patience,Pijlen hebben geduld nodig,
,ev1f1,May we meet again,Hopelijk ontmoeten we elkaar snel,
,ev1f2,In another life...,In een ander leven...,
,ev1f3,Fly straight,Schiet recht,
,ev1f4,Aim true,Richt goed,
,ev1f5,Bullseye.,Bullseye.,
,ev1f6,Stay in range,Blijf in schotsafstand,
,,,,
,ev2n,Master Archer,Meester Boogschutter,
,ev2o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... ""A trade my sibling?"" he asks. ""Discard the tools of badgers. Be one with flight.""","Je ziet hem van een afstand, knielend maar toch nobel. Het lijkt dat hij je al lang geleden heeft gezien. Zijn muizenogen zijn sterk en doordringend. Je hebt het gevoel dat hij in je ziel kijkt... ""Een ruil, mijn broeder?"" vraagt hij. ""Gooi de werktuigen van de Dassen weg. Wees een met de vlucht.""",
,ev2b1,"Give a weapon, get archery kit.","Geef een wapen, krijg een boogschutterspakket.",
,ev2b1o1,"He takes the weapon and tosses it into the darkness. ""This is not a weapon. It is a crutch."" He hands you new items.","Hij neemt je wapen en gooit het in het duister. ""Dit is geen wapen. Het is een kruk."" Hij geeft je nieuwe voorwerpen.",
,ev2b1o1t1,Welcome to the school of archery.,Welkom bij de boogschutters school.,
,ev2b2,Not for me,Niets voor mij,
,ev2b2o1,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Ik begrijp het, zegt hij, en leunt tegen de dichtbijzijnde muur. ""Maak je geen zorgen. Boogschutters komen binnenkort. De kerker zal beter worden met de tijd.""",
,ev2b2o1t1,Archery requires time.,Boogschieten kost tijd,
,,,,
,ev3n,The retiring Chef,De gepensioeneerde Chef,
,ev3o1,"Age has crept in around his snout. You can see the white fur and shaggy edges from around his coat. ""I'm getting out of the game,"" he says. ""If you have something to eat, I might as well give you my cleaver.""","Ouderdom is rond zijn snuit er in geslopen. Je ziet de witte vacht en de ruige randen van rond zijn jas. ""Ik ga er mee stoppen,"" zegt hij. Als je iets te eten hebt, kan ik je mijn hakmes geven.""",
,ev3b1,Trade food for a cleaver,Ruil voedsel voor een hakmes,
,ev3b1o1,"Looks good to me, he says. You can't believe that he eats the whole thing without a moment's thought. ""Here you go,"" he says and hands you his chef knife. ""I won't be needing this any more.""","Ziet er goed uit, zegt hij. Je kan niet geloven dat hij het geheel opeet zonder een moment te denken. ""Hierzo,"" zegt hij en geeft je zijn chefs mes.""Ik zal dit niet meer nodig hebben.""",
,ev3b1o1t1,I loved that knife. Use it well!,Ik hield van dat mes. Gebruik het goed!,
,ev3b1o1t2,I hope you like it!,Ik hoop dat je er blij mee bent!,
,ev3b2,No thanks!,"Nee, bedankt!",
,ev3b2o1,You turn to leave.,Je keert je om en vertrekt.,
,ev3b2o1t1,Sure you won't change your mind?,Weet je zeker dat je niet van gedachten veranderd?,
,ev3i1,Ah! Hope you aren't too hungry.,Ah! Ik hoop dat je niet te hongerig bent.,
,ev3i2,Oh my!,Oh jee!,
,ev3f1,Eat well!,Eet smakelijk!,
,ev3f2,Be well fed!,Wees goed gevoed!,
,ev3f3,Taste victory!,Proef de overwinning!,
,ev3f4,Stay full!,Blijf vol!,
,ev3f5,Find cheese!,Vind kaas!,
,ev3f6,Welcome! Eat well!,Welkom! Eet smakelijk!,
,ev3f7,Ah! A customer!,Ah! Een klant!,
,,,,
,ev4n,Chef's platter,Chefs schotel,
,ev4o1,"Is that grilled onion you smell? And the scent of garlic? Oh wow! You want some so bad! ""My friend!,"" the mouse shouts to you. ""Let me indulge you!""","Is dat gegrilde ui dat je ruikt? En de geur van knoflook? Oh wow! Je wilt zo graag wat! ""Mijn vriend!,"" roept de muis naar je. ""Laat me je verwennen!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4o1cr8,"Your gears shift and churn. Is that the aroma of food? Somewhere deep within you, a memory stirs. But you cannot smell anything. The mouse shouts to you. ""Let me indulge you!""","Je versnellingen schakelen en draaien. Is dat de geur van eten? Ergens diep in je komt een herinnering naar boven. Maar je kunt niets ruiken. De muis schreeuwt naar je. ""Laat me je verwennen!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4b1,Buy some food!,Koop wat eten!,
,ev4b1o1,"Very good, he says. ""Another perhaps?""","Zeer goed, zegt hij. ""Misschien nog een?""",
,ev4b2,"No, thank you","Nee, bedankt",
,ev4b2o1,"Very good sir, he says. ""But please do change your mind.""","Zeer goed meneer, zegt hij. ""Maar laat het me weten als je van gedachten veranderd.""",
,ev4b2o1t1,More food to be had!,Meer eten te krijgen!,
,ev4b2o1t2,Eat again!,Eet nogmaals!,
,,,,
,ev5n,Eyes,Ogen,
,ev5o1,The wall splits open. Inside you can see a vast abyss. Green eyes peer in. You recognize them as the eyes of a predator. Strange sounds echo from the place and an offer is made...,De muur splitst open. Binnen zie je een donkere afgrond. Groene ogen kijken terug. Je herkend ze als de ogen van een roofdier. Vreemde geluiden echoën ervanuit en een aanbod wordt gemaakt...,
,ev5b1,Take a rare item for a curse,Neem een zeldzaam object voor een vloek,
,ev5b1o1,You can feel an acknowledgement and an item appears. The eyes watch as a horrible curse is placed in your backpack,Je kunt een erkenning voelen en een object verschijnt. De ogen kijken toe als een verschrikkelijke vloek wordt geplaatst in je rugzak.,
,ev5b1o2,"Two items appear in front of you, but a horrible curse has been placed upon you. The eyes give no sign of emotion.","Twee objecten verschijnen voor je neus, maar een verschrikkelijke vloek is op je geplaatst. De ogen geven geen emotie vrij.",
,ev5b2,No thanks,"Nee, bedankt",
,ev5b2o1,The eyes watch you. They show no sign of emotion. ,De ogen bekijken je. Ze geven geen emotie vrij., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i1,01100111 01101111 01101110 01100101,01110111 01100101 01100111,
,ev5i2,01110111 01100001 01110010,01101111 01101111 01110010 01101100 01101111 01100111,
,ev5i3,01101101 01100001 01101011 01100101 01110010 01110011,01101101 01100001 01101011 01100101 01110010 01110011,
,ev5f1,01110010 01100101 01101100 01101001 01100011 01110011,01010010 01100101 01101100 01101001 01100101 01101011,
,ev5f2,01100100 01100001 01101110 01100111 01100101 01110010,01100111 01100101 01110110 01100001 01100001 01110010,
,ev5f3,01100001 01101000 01100101 01100001 01100100,01101111 01110000 00100000 01101011 01101111 01101101 01110011 01110100,
,,,,
,ev6n,Brandy the Otter,Brandy de Otter,
,ev6o1,"Well, howdy! she says as you approach! Her nose wiggles and she shakes her gigantic tail. ""I've been doing some fishing. Care to buy one?""","Wel, hoe is 't! zegt ze als je nadert! Haar neus wiebeld en ze schud haar gigantische staart. ""Ik heb zitten vissen. Zin om er een te kopen?""",
,ev6b1,Buy a fish!,Koop een vis!,
,ev6b1o1,"She tosses you a fish. ""Care for another?""","Ze gooit je een vis toe. ""Zin in nog eentje?""",
,ev6b1o1t1,Hope you enjoy it!,Geniet ervan!,
,ev6b1o1t2,That's good!,Das goed!,
,ev6b2,No thanks,"Nee, bedankt",
,ev6b2o1,You say no. The smell is starting to get to be a bit much.,Je zegt nee. De stank begint een beetje te veel te worden.,
,ev6b2o1t1,I'm still here if you want more!,Ik blijf hier als je meer wil!,
,ev6b2o1t2,"If you want a fish, let me know!","Als je een vis wilt, laat me weten!",
,ev6i1,Well howdy traveler!,Wel hoe is 't reiziger?,
,ev6i2,"Nothing like a good fish, ya hear?","Er gaat niets boven een goede vis, begrepen?",
,ev6i3,I'm hungry! Need to chomp!,Ik heb honger! Heb een knabbeltje nodig!,
,ev6i4,Oh! Well how ya' doin' friend?,Oh! Wel hoe gaat het vriend?,
,ev6i5,Mmm... hi howdy there!,Mmm... hey hoe is 't!,
,ev6f1,See you again soon!,Zie je later weer!,
,,,,
,ev7n,The Forge - Shield,De Smederij - Schild,
,ev7o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Een das staat naast haar aanbeeld. Haar armen sterk en veerkrachtig van de jaren in de kerker. Ze geeft je een knikje. ""Ik smeed,"" zegt ze. Dassen zijn niet zo van woorden. ""Upgrade?"" Vraagt ze.",
,ev7b1,Add 4 block,Voegt 4 blokkering toe,
,ev7b1o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Ze neemt je schild en slaat het. Een ring klinkt door de kerker heen. ""Zwak,"" zegt ze. ""Maak beter."" Met een paar nauwkeurige slagen omvormt het schild. Je wist niet dat het er zo goed kon uitzien.",
,ev7b1o1t1,You enjoy.,Geniet ervan.,
,ev7b2,Add 1 spike,Voegt 1 stekel toe,
,ev7b2o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Ze neemt je schild en slaat het. Een ring klinkt door de kerker heen. ""Zwak,"" zegt ze. ""Maak beter."" Met een paar nauwkeurige slagen omvormt het schild. Je wist niet dat het er zo goed kon uitzien.",
,ev7b2o1t1,Better now.,Beter nu.,
,ev7b3,Add 1 haste,Voegt 1 haast toe.,
,ev7b3o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Ze neemt je schild en slaat het. Een ring klinkt door de kerker heen. ""Zwak,"" zegt ze. ""Maak beter."" Met een paar nauwkeurige slagen omvormt het schild. Je wist niet dat het er zo goed kon uitzien.",
,ev7b3o1t1,Work fun.,Werk leuk.,
,ev7b4,No thanks,Nee bedankt.,
,ev7b4o1,She nods and carries on her work.,Ze knikt en vervolgd haar werk.,
,ev7b4o1t1,Work to do.,Werk te doen.,
,ev7b4o1t2,No want?,Wil niet?,
,ev7b4o1t3,Still here...,Nog steeds hier...,
,ev7i1,This my forge,Dit is mijn smederij,
,ev7i2,Welcome to forge,Welkom tot mijn smederij,
,ev7i3,I am a crafter,Ik ben een maker,
,ev7i4,I craft for ages...,Ik smeed voor eeuwen...,
,ev7f1,Be well,Wees gezond,
,ev7f2,Be strong,Wees sterk,
,ev7f3,Be fierce,Wees fel,
,ev7f4,Be like Badger,Wees als Das,
,,,,
,ev8n,The Forge,De Smederij, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Een das staat naast haar aanbeeld. Haar armen sterk en veerkrachtig van de jaren in de kerker. Ze geeft je een knikje. ""Ik smeed,"" zegt ze. Dassen zijn niet zo van woorden. ""Upgrade?"" Vraagt ze.",
,ev8b1,Add /x damage to a weapon,Voegt /x schade toe aan een wapen, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b2,Add /x poison to a weapon,Voegt /x gif toe aan een wapen, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b3,Add /x burn to a weapon,Voegt /x brandschade toe aan een wapen, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b4,Add /x slow to enemy to a weapon,Voegt /x traagheid aan vijand toe aan een wapen, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b5,Add /x block to armor,Voegt /x blokkade toe aan een harnas, WARNING: AUTO-TRANSLATION #####################################################
,ev8b6,Add /x block to a shield,Voegt /x blokkade toe aan een schild, WARNING: AUTO-TRANSLATION #####################################################
,ev8b7,Add /x haste to a shield,Voegt /x haast toe aan een schild, WARNING: AUTO-TRANSLATION #####################################################
,ev8b8,Add /x spikes to a shield,Voegt /x stekels toe aan een schild, WARNING: AUTO-TRANSLATION #####################################################
,ev8b9,Add conductive to armor,Voegt geleidbaar toe aan een pantser, WARNING: AUTO-TRANSLATION #####################################################
,ev8b10,Add /x energy to clothing,Voegt /x energie toe aan kleding, WARNING: AUTO-TRANSLATION #####################################################
,ev8b11,Add /x haste to a structure,Voegt /x haast toe aan een structuur, WARNING: AUTO-TRANSLATION #####################################################
,ev8b12,Add /x regen to a ring,Voegt /x regeneratie toe aan een ring, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13,No thanks,"Nee, bedankt", WARNING: AUTO-TRANSLATION #####################################################
,ev8b13o1,She nods and carries on her work.,Ze knikt en gaat verder met haar werk., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t1,Work to do.,Werk te doen., WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t2,No want?,Wil niet?, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t3,Still here...,Nog steeds hier..., WARNING: AUTO-TRANSLATION #####################################################
,ev8bsos,"She takes the item, turns it a few times, and then presses it to her anvil. Her hammer sends sparks flying and you turn around to cover your eyes. When you turn back, it glows with a new purpose.","Ze neemt het voorwerp, draait het een paar keer om, en drukt het dan tegen haar aambeeld. Haar hamer laat vonken vliegen en jij draait je om om je ogen te bedekken. Als je terug kijkt, gloeit het met een nieuw doel.", WARNING: AUTO-TRANSLATION #####################################################
,ev8bsosts,I help,Ik help, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,ev9n,Healer,Genezer,
,ev9o1,The porcupine's have travelling clinics throughout the dungeon. They seek to heal the animals who venture deep into the dangers here.,De stekelvarkens hebben reizende klinieken door de hele kerker. Ze proberen om dieren te genezen die diep in het gevaar hier duiken.,
,ev9b1,Heal 25 health,Herstel 25 leven,
,ev9b1o1,"She runs her paw across your wounds. The quills on her back shake and you are lost in the sound of them. When you come to, many wounds are healed.","Ze haalt haar poot over je wonden. De stekels op haar rug schudden, en je raakt verdwaalt in hun geluid. Wanneer je bijkomt zijn veel van je wonden genezen.",
,ev9b1o1t1,You look stronger my dear!,"Je ziet er sterker uit, lief.",
,ev9b1o1t2,Glad to have helped you!,Graag gedaan!,
,ev9b1o1t3,I am here for you!,Ik ben er voor je!,
,ev9b1o1t4,Those wounds are gone.,Die wonden zijn weg.,
,ev9b2,Gain 5 max health ,Krijg 5 maximum leven, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1,She reaches out and you feel a great strength rising! For a moment you seem to lift off the floor.,Ze rijkt uit en je voelt een grote kracht in je opkomen. Voor een moment lijk je van de vloer af te komen., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1purse,"She reaches out to you. You feel a great strength in you rising. Your paws are firmly planted, but it almost feels that you are floating.","Ze rijkt naar je uit. Je voelt een grote kracht in je opkomen. Je poten staan vast op de grond, maar het voelt alsof je zweeft.", WARNING: AUTO-TRANSLATION #####################################################
,ev9b2o1t1,You are stronger now than before.,Je bent nu sterker dan voorheen.,
,ev9b2o1t2,I see your strength.,Ik zie je kracht,
,ev9b2o1t3,May you achieve what seemed impossible.,Moge je bereiken wat onmogelijk leek.,
,ev9b2o1t4,Your bravery astounds me.,Je moed verbijsterd me.,
,ev9b3,Remove all curses,Verwijder alle vloeken,
,ev9b3o1,"I sense a great disturbance, she says. ""Something horrible has been placed in your backpack. Let me see."" She removes a single quill and pokes it into your bag carefully in several spots. ""That should do it,"" she says.","Ik voel een grote verstoring, zegt ze. ""Iets verschrikkelijks is in je rugzak geplaatst. Laat me eens kijken."" Ze verwijdert een enkele stekel en prikt het voorzichtig in je tas op meerdere plekken. ""Dat moet het doen,"" zegt ze.",
,ev9b3o1t1,The curses can't hurt you now.,De vloeken kunnen je geen kwaad meer doen.,
,ev9b3o1t2,Your backpack is a true friend.,Je rugzak is een trouwe vriend.,
,ev9b3o1t3,Curses are temporary.,Vloeken zijn tijdelijk,
,ev9b3o1t4,Heroics are forever.,Heldendaden zijn voor eeuwig.,
,ev9b4,Nothing for me,Niets voor mij,
,ev9b4o1,Very well she says.,Is goed zegt ze.,
,ev9b4o1t1,We are with you,We zijn met jou,
,ev9i1,Welcome to our healing center!,Welkom in ons herstel kliniek!,
,ev9i2,We are here to protect the brave!,We zijn hier om de dapperen te beschermen!,
,ev9i3,"Come hero, let me heal you!","Kom, held, laat me je herstellen!",
,ev9f1,Stay safe!,Blijf veilig,
,ev9f2,My sisters are here for you!,Mijn zussen zijn er voor je!,
,ev9f3,May we meet again!,Mogen we elkaar weer ontmoeten!,
,,,,
,ev10n,Magic Font,Magisch fontijn,
,ev10o1,"Nestled deep in a throng of mushrooms you see a magical font, its cool waters flowing. Above the water, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting.","Diep in een groep paddestoelen genesteld zie je een magisch fontijn, het koele water stromend. Boven het water cirkelt een vochtige mist die over de rand vloeit. In de verte hoor je kikkers kwaken... nee... zingen.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev10b1,Say a prayer...[+3 max hp],Zeg een gebed...[+3 max lp],
,ev10b1o1,"You wish to make it home safely, your backpack overflowing with rare cheeses. You feel a warmth in you. You can do this!","Je wenst om het veilig naar huis te redden, je rugzak vol met zeldzame kazen. Je voelt een warmte in je. Je kan het!",
,ev10b2,take a bath [+15 hp],Neem een bad [+15 lp],
,ev10b2o1,The water feels warm and relaxing on your skin. The croaking grows louder. From behind a mushroom a frog nods at you. Your wounds are healed.,Het water voeld warm en ontspannend op je huid. Het kwaken wordt luider. Van achter een paddestoel knikt een kikker naar je. Je wonden zijn hersteld.,
,ev10b3,Kick it over! [Start a battle!],Schop het omver! [Start een gevecht!],
,ev10b3o1,"You watch the water as it flows across the floor of the dungeon. It pools up around the feet of an enemy. You look up. The frogs are not happy. ""Zealot!"" they cry and attack!","Je kijkt naar het water terwijl het over de vloer stroomt. Het komt samen rond de voeten van een vijand. Je kijkt op. De kikkers zijn niet blij. ""Ijveraar!"" roepen ze en vallen aan!",
,,,,
,ev11n,Buckler-o,Beukelaar-o,
,ev11extra,Drop the li'l Buckler! You can take the item you land on!,Laat de kleine beukelaar vallen! Je kan het voorwerp nemen waar het op land!,
,ev11i1,Nothing up my sleeves!,Niks in mijn mouw!,
,ev11i2,My left foot is lucky!,Mijn linker voet brengt geluk!,
,ev11i3,My house looks like a hat!,Mijn huis lijkt op een hoed!,
,ev11f1,Magical!,Magisch!,
,,,,
,ev12n,The Alchemist,De Alchemist,
,ev12o1,"Well hello there. Her voice is cool and friendly - not what you expected. ""May I interest you in some potions? In return... I ask for just a taste."" ""A taste? Of me?"" you ask. ""Just a nibble darling,"" she says. ""You'll barely feel a thing.""","Hallo daar. Haar stem is koel en vriendelijk - niet wat je verwacht had. ""Kan ik je interesseren in wat drankjes? In ruil... vraag ik alleen voor een voorproefje."" ""Een voorproefje? Van mij?"" vraag je. ""Alleen maar een klein hapje, schatje,"" zegt ze. ""Je zal het amper merken""",
,ev12b1,Get a potion. [Lose 5 health],Neem een drankje. [Verlies 5 leven],
,ev12b1o1,"Her teeth press into your neck. ""Oh delicious. May I tempt you again?""","Haar tanden drukken in je nek. ""Heerlijk. Kan ik je nogmaals verleiden?""",
,ev12b2,No thanks!,"Nee, bedankt!",
,ev12b2o1,"Very well darling, she says. ""Though I am sorry to see you go.""","Ook goed, schatje, zegt ze. ""Toch jammer om je te zien gaan.""",
,ev12b2o1t1,"Your loss, my sweet.","Jouw verlies, mijn schattebout.",
,ev12i1,"So vital. Mmm, delicious.","Zo vitaal. Mmm, heerlijk.",
,ev12i2,The proper ingredients for the potion...,De juiste ingredienten voor een drankje...,
,ev12i3,We brew what we can  to do what we must,We brouwen wat we kunnen om te doen wat we moeten, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i4,"A drop of red, a drop of green...","Een druppeltje rood, een druppeltje groen...",
,ev12f1,My dear there are reasons why things are as they are.,"Mijn lief, er zijn redenen dat dingen zijn zoals ze zijn.",
,ev12f2,Come freely. Go safely darling.,"Kom wanneer je wilt. Wees veilig, schatje.",
,,,,
,ev13n,Trading up,Omhoog ruilen,
,ev13o1cr8,"A warning from your internal systems - someone here cannot be trusted. Through the darkness your mechanical eyes see him clearly - a rat. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Een waarschuwing van je interne systemen - iemand hier is niet te vertrouwen. Door de duisternis zien je mechanische ogen hem duidelijk - een rat. ""Laten we ruilen."" zegt hij. ""Ik geef je een zeldzamer voorwerp van hetzelfde type..."" Hij grinnikt. Er zijn geen garanties.", WARNING: AUTO-TRANSLATION #####################################################
,ev13o1,"Your snout wiggles as you inhale a musky odor. Someone here is in need of a bath. You turn around and standing there is a rat. You never heard him come out. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Je snuit wiebelt terwijl je een muskusachtige geur inademt. Iemand hier heeft een bad nodig. Je keer je om en daar staat een rat. Je hebt hem niet eens gehoord. ""Laten we ruilen,"" zegt hij. ""Ik geef je een zeldzamer voorwerp van hetzelfde type..."" Hij grinnikt. Er zijn geen garanties.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev13b1,Get a rarer item of the same type,Krijg een zeldzamer voorwerp van hetzelfde type,
,ev13b1o1,"He takes the item and examines it. ""How's this for a trade?"" There's no time to say no.","Hij neemt het voorwerp en bekijkt het. ""Hoe is dit voor een ruil?"" Er is geen tijd om nee te zeggen.",
,ev13b1o1t1,Hehehe,Hehehe,
,ev13b1o1t2,Hope ya' like it,Hoop dat je 't leuk vindt,
,ev13b1o1t3,No take backsies,Geen terugnames,
,ev13b2,No thanks,"Nee, bedankt",
,ev13b2o1,"You see his tail flick ominously beneath his cloak. A smile crosses his lips. ""Come now,"" he says. ""I think you'll see it's in your interest.""","Je ziet zijn staart onheilspellend zwaaien onder zijn mantel. Een glimlach komt op zijn lippen. ""Kom nou,"" zegt hij. ""Ik denk dat je zal zien dat het in jouw voordeel is.""",
,ev13b2o1t1,Don't resist this deal,Verzet je niet tegen deze deal,
