,evteo1purse,"Your whiskers twitch. There it is - the golden cheese! With delicious food, many new villagers will flock to Orderia!",Twoje wąsy drgają. Oto jest - złoty ser! Dzięki pysznemu jedzeniu do Orderii napłynie wielu nowych mieszkańców!, WARNING: AUTO-TRANSLATION #####################################################
,evteo1tote,"Atop the altar is a golden seed - a ""Dreaming Seed"". With each seed, a new plant will spring to life in Orderia!",Na szczycie ołtarza znajduje się złote ziarno - „Śniące ziarno”. Z każdym nasionkiem w Orderii ożyje nowa roślina!, WARNING: AUTO-TRANSLATION #####################################################
,evteb1,Continue in Endless Mode,Kontynuuj w Trybie Nieskończoności,
,evteb1o1,You continue forward! Things are about to get pretty hard...,Idziesz naprzód! Teraz zacznie się robić ciężko…,
,evteb2,New game!,Nowa gra!,
,evteb2o1,You decide to start again for a new challenge!,Postanawiasz zacząć jeszcze raz by zmierzyc się z nowym wyzwaniem!, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,evldn,Locked door,Zamknięte drzwi,
,evldo1,You encounter a locked door. Will you open it?,Trafiasz na zamknięte drzwi. Otworzysz je?,
,evldb1,Unlock the door,Otwórz drzwi,
,evldb1o1,You open the door.,Otwierasz drzwi,
,evldb2,Leave,Wyjdź,
,evldb2o1,You leave the door.,Zostawiasz drzwi,
,,,,
,,,,
,,,,
,ev1n,The master returns,Mistrz powraca,
,ev1o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... 'May I help you further?' he asks. 'A few coins and I will give you an item for archers.'","Widzisz go z daleka, klęczącego, ale dostojnego. Wygląda na to, ze widział cię już długo przedtem. Spojrzenie jego mysich oczu jest silne i przeszywające. Czujesz jakby zaglądał prosto w twoją duszę... 'Mogę ci jeszcze pomóc?' pyta. 'Za kilka monet dam ci coś dla łuczników.'",
,ev1b1,Get an item,Weź przedmiot,
,ev1b1o1,"He takes the coins and rubs them in his mouse paw. ""Just a few will do nicely. I hope this can help you further,"" he says.","Mierze monety i pociera je swoją mysią łapką. ""Tylko kilka wystarczy. Mam nadzieje że to pomoże ci w przyszłości,"" mówi.",
,ev1b1o1t1,Fly true like an arrow,Leć jak strzała,
,ev1b1o1t2,Be one with your aim,Bądź jednością ze swoim celem,
,ev1b2,Not for me,Nie dla mnie,
,ev1b1o2t,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Rozumiem, mówi i opiera się o pobliską ścianę. ""Nie martw się, łucznicy wkrótce przybędą. Z biegiem czasu lochy się poprawią.""",
,ev1b1o2t1,Archery requires time.,Łucznictwo wymaga czasu,
,ev1i1,The arrow flies straight.,Strzała leci prosto.,
,ev1i2,The path of an arrow - to the heart,Ścieżka strzały - prosto w serce,
,ev1i3,Archery is an art,Łucznictwo to sztuka,
,ev1i4,Arrows require patience,Strzały wymagają cierpliwości,
,ev1f1,May we meet again,Obyśmy się jeszcze spotkali,
,ev1f2,In another life...,W innym życiu...,
,ev1f3,Fly straight,Leć prosto,
,ev1f4,Aim true,Celuj dokładnie,
,ev1f5,Bullseye.,Strzał w dziesiątkę,
,ev1f6,Stay in range,Pozostań w zasięgu,
,,,,
,ev2n,Master Archer,Mistrz Łucznictwa,
,ev2o1,"You see him from a distance, kneeling yet noble. It seems he saw you long before. His mouse eyes are strong and piercing. You feel that he sees into your soul... ""A trade my sibling?"" he asks. ""Discard the tools of badgers. Be one with flight.""","Widzisz go z daleka, klęczącego, ale dostojnego. Wygląda na to, ze widział cię już długo przedtem. Spojrzenie jego mysich oczu jest silne i przeszywające. Czujesz jakby zaglądał prosto w twoją duszę... „Handel, mój rodaku?"" pyta. ""Odrzuć narzędzia borsuków, bądź jednością z lotem""",
,ev2b1,"Give a weapon, get archery kit.","Oddaj broń, weź zestaw łuczniczy",
,ev2b1o1,"He takes the weapon and tosses it into the darkness. ""This is not a weapon. It is a crutch."" He hands you new items.","Bierze broń i odrzuca ją w ciemność. „To nie broń, to zbędny ciężar.” Wręcza ci nowe przedmioty.",
,ev2b1o1t1,Welcome to the school of archery.,Witamy w szkole łucznictwa,
,ev2b2,Not for me,Nie dla mnie,
,ev2b2o1,"I understand, he says and leans against the nearby wall. ""Don't worry. Archers are coming soon. The dungeon will improve with time.""","Rozumiem, mówi i opiera się o pobliską ścianę. ""Nie martw się, łucznicy wkrótce przybędą. Z biegiem czasu lochy się poprawią.""",
,ev2b2o1t1,Archery requires time.,Łucznictwo wymaga czasu,
,,,,
,ev3n,The retiring Chef,Emerytowany Kucharz,
,ev3o1,"Age has crept in around his snout. You can see the white fur and shaggy edges from around his coat. ""I'm getting out of the game,"" he says. ""If you have something to eat, I might as well give you my cleaver.""","Oznaki starości wkradły się na jego oblicze. Możesz dojrzeć siwe futro i poszarpane brzegi płaszcza. ""Wypadam z tego biznesu,"" mówi. ""Jeśli masz coś do jedzenia to równie dobrze mogę ci oddać mój tasak.""",
,ev3b1,Trade food for a cleaver,Wymień jedzenie na tasak,
,ev3b1o1,"Looks good to me, he says. You can't believe that he eats the whole thing without a moment's thought. ""Here you go,"" he says and hands you his chef knife. ""I won't be needing this any more.""","Wygląda dobrze, mówi. Nie możesz uwierzyć, że zjada wszystko bez chwili namysłu. ""Proszę bardzo,"" mówi i wręcza ci nóż szefa kuchni. ""Nie będę już tego potrzebował.""",
,ev3b1o1t1,I loved that knife. Use it well!,Kochałem ten nóż. Wykorzystaj go dobrze!,
,ev3b1o1t2,I hope you like it!,"Mam nadzieję, że ci się spodoba!",
,ev3b2,No thanks!,"Nie, dzięki!",
,ev3b2o1,You turn to leave.,Odwracasz się by odejść.,
,ev3b2o1t1,Sure you won't change your mind?,Na pewno nie zmienisz zdania?,
,ev3i1,Ah! Hope you aren't too hungry.,Ach! Mam nadzieję że nie dokucza ci głód.,
,ev3i2,Oh my!,Oh!,
,ev3f1,Eat well!,Dobrze się odżywiaj!,
,ev3f2,Be well fed!,Najadaj się!,
,ev3f3,Taste victory!,Zasmakuj zwycięstwa!,
,ev3f4,Stay full!,Nie zostawiaj ziemniaczków!,
,ev3f5,Find cheese!,Znajdź ser!,
,ev3f6,Welcome! Eat well!,Witamy! Zjedz dobrze!,
,ev3f7,Ah! A customer!,Ach! Klient!,
,,,,
,ev4n,Chef's platter,Półmisek Szefa Kuchni,
,ev4o1,"Is that grilled onion you smell? And the scent of garlic? Oh wow! You want some so bad! ""My friend!,"" the mouse shouts to you. ""Let me indulge you!""","Czy właśnie wyczuwasz zapach grillowanej cebuli? I czosnku? Och! Tak bardzo chcesz tego spróbować! „Mój przyjacielu!”, krzyczy do ciebie mysz. ""Pozwól że ci dogodzę!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4o1cr8,"Your gears shift and churn. Is that the aroma of food? Somewhere deep within you, a memory stirs. But you cannot smell anything. The mouse shouts to you. ""Let me indulge you!""","Twoje trybiki przesuwają się i wirują. Czy to zapach jedzenia? Gdzieś głęboko w tobie budzi się wspomnienie. Ale nie możesz nic poczuć. Mysz krzyczy do ciebie. ""Pozwól że ci dogodzę!""", WARNING: AUTO-TRANSLATION #####################################################
,ev4b1,Buy some food!,Kup trochę jedzenia!,
,ev4b1o1,"Very good, he says. ""Another perhaps?""","Bardzo dobrze, mówi. „Może jeszcze jedno?”",
,ev4b2,"No, thank you","Nie, dziękuję",
,ev4b2o1,"Very good sir, he says. ""But please do change your mind.""","Niech będzie, mówi. ""Ale proszę zmień zdanie.""",
,ev4b2o1t1,More food to be had!,Więcej jedzenia!,
,ev4b2o1t2,Eat again!,Zjedz jeszcze!,
,,,,
,ev5n,Eyes,Oczy,
,ev5o1,The wall splits open. Inside you can see a vast abyss. Green eyes peer in. You recognize them as the eyes of a predator. Strange sounds echo from the place and an offer is made...,Ściana pęka otwierając się. Wewnątrz widzisz ciemna otchłań. Spogląda z niej para zielonych oczu. Rozpoznajesz w nich oczy drapieżnika. Dziwne dźwięki rozbrzmiewają z tego miejsca i składa się oferta...,
,ev5b1,Take a rare item for a curse,Weź rzadki przedmiot za klątwę,
,ev5b1o1,You can feel an acknowledgement and an item appears. The eyes watch as a horrible curse is placed in your backpack,Czujesz potwierdzenie i pojawia się przedmiot. Oczy obserwują jak w twoim plecaku pojawia się straszliwa klątwa.,
,ev5b1o2,"Two items appear in front of you, but a horrible curse has been placed upon you. The eyes give no sign of emotion.","Dwa przedmioty pojawiają się przed tobą, ale została na ciebie nałożona straszna klątwa. W Oczach nie widać żadnych emocji.",
,ev5b2,No thanks,"Nie, dzięki!",
,ev5b2o1,The eyes watch you. They show no sign of emotion. ,Oczy cię obserwują. Nie wykazują oznak emocji., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev5i1,01100111 01101111 01101110 01100101,01101110 01101001 01100101 00100000 01101101 01100001,
,ev5i2,01110111 01100001 01110010,01110111 01101111 01101010 01101110 01100001,
,ev5i3,01101101 01100001 01101011 01100101 01110010 01110011,01110011 01110100 01110111 11000011 10110011 01110010 01100011 01111001,
,ev5f1,01110010 01100101 01101100 01101001 01100011 01110011,01110010 01100101 01101100 01101001 01101011 01110111 01101001 01100101,
,ev5f2,01100100 01100001 01101110 01100111 01100101 01110010,01101110 01101001 01100101 01100010 01100101 01111010 01110000 01101001 01100101 01100011 01111010 01100101 11000101 10000100 01110011 01110100 01110111 01101111,
,ev5f3,01100001 01101000 01100101 01100001 01100100,01101110 01100001 01110000 01110010 01111010 11000011 10110011 01100100,
,,,,
,ev6n,Brandy the Otter,Brandy Wydra,
,ev6o1,"Well, howdy! she says as you approach! Her nose wiggles and she shakes her gigantic tail. ""I've been doing some fishing. Care to buy one?""","Siemka! Mówi kiedy podchodzisz! Porusza nosem i potrząsa swoim wielkim ogonem. ""Łowiłam ryby. Chcesz jakąś kupić?""",
,ev6b1,Buy a fish!,Kup rybę!,
,ev6b1o1,"She tosses you a fish. ""Care for another?""","Rzuca ci rybę. ""Chcesz jeszcze jedną?""",
,ev6b1o1t1,Hope you enjoy it!,Mam nadzieję ze ci się spodoba!,
,ev6b1o1t2,That's good!,To dobrze!,
,ev6b2,No thanks,"Nie, dzięki!",
,ev6b2o1,You say no. The smell is starting to get to be a bit much.,Odmawiasz. Smród zaczyna być trochę zbyt przytłaczający.,
,ev6b2o1t1,I'm still here if you want more!,Nadal tu jestem jeśli chcesz więcej!,
,ev6b2o1t2,"If you want a fish, let me know!","Jeśli chcesz rybę, daj mi znać!",
,ev6i1,Well howdy traveler!,Witaj podróżniku!,
,ev6i2,"Nothing like a good fish, ya hear?","Nie ma nic lepszego od dobrej ryby, co nie?",
,ev6i3,I'm hungry! Need to chomp!,Jestem głodna! Trzeba coś schrupać!,
,ev6i4,Oh! Well how ya' doin' friend?,Och! Jak się masz przyjacielu?,
,ev6i5,Mmm... hi howdy there!,"Mmm... cześć, siema.",
,ev6f1,See you again soon!,Do zobaczenia wkrótce!,
,,,,
,ev7n,The Forge - Shield,Kuźnia – Tarcze,
,ev7o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Borsuczyca stoi przy swoim kowadle. Jej ramiona są silne i prężne od lat spędzonych w lochu. Kiwa na ciebie głową. ""Wykuwam,"" mówi. Borsuki nie są zbyt rozmowne. ""Ulepszenie?"" pyta.",
,ev7b1,Add 4 block,Dodaj 4 bloku,
,ev7b1o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Zabiera twoją tarczę i uderza w nią. Dźwięk rozlega się echem po lochu. „Słabe” mówi. „Zrobię lepiej”. Za pomocą kilku precyzyjnych ciosów zmienia kształt tarczy. Kto by pomyślał, że to może wyglądać tak dobrze.",
,ev7b1o1t1,You enjoy.,Podoba ci się.,
,ev7b2,Add 1 spike,Dodaj 1 kolec,
,ev7b2o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Zabiera twoją tarczę i uderza w nią. Dźwięk rozlega się echem po lochu. „Słabe” mówi. „Zrobię lepiej”. Za pomocą kilku precyzyjnych ciosów zmienia kształt tarczy. Kto by pomyślał, że to może wyglądać tak dobrze.",
,ev7b2o1t1,Better now.,Teraz lepsze.,
,ev7b3,Add 1 haste,Dodaj 1 przyspieszenia,
,ev7b3o1,"She takes your shield and strikes it. A ring echoes out through the dungeon. ""Weak,"" she says. ""Make better."" With a few precise blows she reshapes the shield. You didn't know it could look this good.","Zabiera twoją tarczę i uderza w nią. Dźwięk rozlega się echem po lochu. „Słabe” mówi. „Zrobię lepiej”. Za pomocą kilku precyzyjnych ciosów zmienia kształt tarczy. Kto by pomyślał, że to może wyglądać tak dobrze.",
,ev7b3o1t1,Work fun.,Praca fajna.,
,ev7b4,No thanks,"Nie, dzięki",
,ev7b4o1,She nods and carries on her work.,Przytakuje i wraca do pracy,
,ev7b4o1t1,Work to do.,Praca do zrobienia,
,ev7b4o1t2,No want?,Nie chcesz?,
,ev7b4o1t3,Still here...,Wciąż tutaj...,
,ev7i1,This my forge,To moja kuźnia,
,ev7i2,Welcome to forge,Witamy w kuźni,
,ev7i3,I am a crafter,Jestem rzemieślnikiem,
,ev7i4,I craft for ages...,Wytwarzam od lat…,
,ev7f1,Be well,Bywaj zdrów,
,ev7f2,Be strong,Bądź silna,
,ev7f3,Be fierce,Walcz zaciekle,
,ev7f4,Be like Badger,Bądź jak Borsuk,
,,,,
,ev8n,The Forge,Kuźnia, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8o1,"A badger stands by her anvil. Her arms strong and resilient from years spent in the dungeon. She nods at you. ""I forge,"" she says. Badgers aren't much for words. ""Upgrade?"" she asks.","Borsuczyca stoi przy swoim kowadle. Jej ramiona są silne i prężne od lat spędzonych w lochu. Kiwa na ciebie głową. ""Wykuwam,"" mówi. Borsuki nie są zbyt rozmowne. ""Ulepszenie?"" pyta.",
,ev8b1,Add /x damage to a weapon,Dodaj /x obrażeń dla broni, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b2,Add /x poison to a weapon,Dodaj /x Trucizny dla broni, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b3,Add /x burn to a weapon,Dodaj /x płonięcia dla broni, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b4,Add /x slow to enemy to a weapon,Dodaj /x spowolnienia wroga dla broni, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev8b5,Add /x block to armor,Dodaj /x bloku dla zbroi, WARNING: AUTO-TRANSLATION #####################################################
,ev8b6,Add /x block to a shield,Dodaj /x bloku dla tarczy, WARNING: AUTO-TRANSLATION #####################################################
,ev8b7,Add /x haste to a shield,Dodaj /x przyspieszenia dla tarczy, WARNING: AUTO-TRANSLATION #####################################################
,ev8b8,Add /x spikes to a shield,Dodaj /x kolców dla tarczy, WARNING: AUTO-TRANSLATION #####################################################
,ev8b9,Add conductive to armor,Dodaj przewodnik do zbroi, WARNING: AUTO-TRANSLATION #####################################################
,ev8b10,Add /x energy to clothing,Dodaj /x energii dla ubrania, WARNING: AUTO-TRANSLATION #####################################################
,ev8b11,Add /x haste to a structure,Dodaj /x przyspieszenia dla budowli, WARNING: AUTO-TRANSLATION #####################################################
,ev8b12,Add /x regen to a ring,Dodaj /x regeneracji dla pierścienia, WARNING: AUTO-TRANSLATION #####################################################
,ev8b13,No thanks,"Nie, dzięki", WARNING: AUTO-TRANSLATION #####################################################
,ev8b13o1,She nods and carries on her work.,Przytakuje i wraca do pracy, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t1,Work to do.,Praca do zrobienia, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t2,No want?,Nie chcesz?, WARNING: AUTO-TRANSLATION #####################################################
,ev8b15o1t3,Still here...,Wciąż tutaj..., WARNING: AUTO-TRANSLATION #####################################################
,ev8bsos,"She takes the item, turns it a few times, and then presses it to her anvil. Her hammer sends sparks flying and you turn around to cover your eyes. When you turn back, it glows with a new purpose.","Zabiera twój przedmiot, obraca go kilka razy w rękach i kładzie na kowadle. Przy uderzeniu młota sypią się iskry, a ty odwracasz się by zakryć wzrok. Kiedy spoglądasz ponownie, przedmiot promienieje nowym przeznaczeniem.", WARNING: AUTO-TRANSLATION #####################################################
,ev8bsosts,I help,Pomogę, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,ev9n,Healer,Uzdrowicielka,
,ev9o1,The porcupine's have travelling clinics throughout the dungeon. They seek to heal the animals who venture deep into the dangers here.,"Jeżozwierze mają podróżne kliniki w całym lochu. Starają się leczyć ranne zwierzęta, które zapuszczają się głęboko w niebezpieczne tereny.",
,ev9b1,Heal 25 health,Ulecz 25 punktów życia,
,ev9b1o1,"She runs her paw across your wounds. The quills on her back shake and you are lost in the sound of them. When you come to, many wounds are healed.","Przesuwa łapą po twoich ranach. Kolce na jej plecach drżą a ty zatracasz się w ich dźwięku. Kiedy dochodzisz do siebie, wiele twoich ran zostało wyleczonych.",
,ev9b1o1t1,You look stronger my dear!,"Wyglądasz silniej, skarbie!",
,ev9b1o1t2,Glad to have helped you!,Cieszę się że mogłam ci pomóc!,
,ev9b1o1t3,I am here for you!,Jestem tu dla ciebie!,
,ev9b1o1t4,Those wounds are gone.,Twoje rany zniknęły.,
,ev9b2,Gain 5 max health ,Zyskaj 5 maksymalnych punktów życia., WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1,She reaches out and you feel a great strength rising! For a moment you seem to lift off the floor.,"Wyciąga do ciebie ręce i czujesz wzbierającą w tobie wielką siłę! Przez chwile wydaje ci się, że lewitujesz nad podłożem.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev9b2o1purse,"She reaches out to you. You feel a great strength in you rising. Your paws are firmly planted, but it almost feels that you are floating.","Wyciąga do ciebie ręce i czujesz wzbierającą w tobie wielką siłę. Twoje stopy trzymają się mocno ziemi, ale czujesz, jakby lewitowały.", WARNING: AUTO-TRANSLATION #####################################################
,ev9b2o1t1,You are stronger now than before.,Jesteś silniejsza niż przedtem.,
,ev9b2o1t2,I see your strength.,Widzę twoją siłę.,
,ev9b2o1t3,May you achieve what seemed impossible.,Osiągnij to co wydawało się nieosiągalne.,
,ev9b2o1t4,Your bravery astounds me.,Twoja odwaga mnie zachwyca.,
,ev9b3,Remove all curses,Usuń wszystkie klątwy,
,ev9b3o1,"I sense a great disturbance, she says. ""Something horrible has been placed in your backpack. Let me see."" She removes a single quill and pokes it into your bag carefully in several spots. ""That should do it,"" she says.","Czuję wielkie zakłócenie, mówi. ""Coś okropnego zostało umieszczone w twoim plecaku. Pozwól mi się przyjrzeć"". Wyjmuje pojedynczą igłę i ostrożnie przekłuwa twój plecak w kilku miejscach. ""Powinno wystarczyć"", mówi. ",
,ev9b3o1t1,The curses can't hurt you now.,Klątwy nie mogą cię już skrzywdzić.,
,ev9b3o1t2,Your backpack is a true friend.,Twój plecak to prawdziwy przyjaciel.,
,ev9b3o1t3,Curses are temporary.,Klątwy są tymczasowe.,
,ev9b3o1t4,Heroics are forever.,Bohaterowie są wieczni.,
,ev9b4,Nothing for me,Dla mnie nic.,
,ev9b4o1,Very well she says.,"""W porządku"", mówi",
,ev9b4o1t1,We are with you,Jesteśmy z tobą.,
,ev9i1,Welcome to our healing center!,Witamy w naszym centrum leczniczym!,
,ev9i2,We are here to protect the brave!,Jesteśmy tu by chronić odważnych!,
,ev9i3,"Come hero, let me heal you!","Chodź bohaterze, daj się uleczyć!",
,ev9f1,Stay safe!,Uważaj na siebie!,
,ev9f2,My sisters are here for you!,Moje siostry są tu dla ciebie!,
,ev9f3,May we meet again!,Obyśmy się jeszcze spotkali!,
,,,,
,ev10n,Magic Font,Magiczna fontanna,
,ev10o1,"Nestled deep in a throng of mushrooms you see a magical font, its cool waters flowing. Above the water, a humid mist circles and spills over the edge. In the distance  you hear frogs croaking... no... chanting.","Dostrzegasz wciśniętą głęboko w kolonię grzybów magiczną fontannę, z której wypływa zimny strumień. Nad wodą unosi się wilgotna mgiełka wylewająca się na brzegi. W oddali słyszysz rechot żab... nie rechot... śpiew.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev10b1,Say a prayer...[+3 max hp],Zmów modlitwę...[+3 maksymalne punkty życia],
,ev10b1o1,"You wish to make it home safely, your backpack overflowing with rare cheeses. You feel a warmth in you. You can do this!",Chcesz dość do domu bezpiecznie z plecakiem wypełnionym rzadkimi serami. Czujesz ciepło w całym ciele. Uda ci się!,
,ev10b2,take a bath [+15 hp],Wykąp się [+15 punktów życia],
,ev10b2o1,The water feels warm and relaxing on your skin. The croaking grows louder. From behind a mushroom a frog nods at you. Your wounds are healed.,Woda jest ciepła i relaksująca. Rechot staje się coraz głośniejszy. Zza grzyba kłania ci się zaba. Twoje rany zostały uleczone!,
,ev10b3,Kick it over! [Start a battle!],Przewróć to! [Zacznij walkę!],
,ev10b3o1,"You watch the water as it flows across the floor of the dungeon. It pools up around the feet of an enemy. You look up. The frogs are not happy. ""Zealot!"" they cry and attack!","Obserwujesz jak woda wylewa się na podłogę lochu i zbiera się w kałużę u stóp wroga. Patrzysz w górę. Żaby nie są zadowolone. ""Fanatyk!"" wołają i atakują.",
,,,,
,ev11n,Buckler-o,Loteria Puklerzowa,
,ev11extra,Drop the li'l Buckler! You can take the item you land on!,Upuść Mały Puklerz! Możesz wziąć przedmiot na który spadnie!,
,ev11i1,Nothing up my sleeves!,Nie mam nic w rękawach!,
,ev11i2,My left foot is lucky!,Moja lewa łapka przynosi szczęście!,
,ev11i3,My house looks like a hat!,Mój dom wygląda jak kapelusz!,
,ev11f1,Magical!,Magicznie!,
,,,,
,ev12n,The Alchemist,Alchemik,
,ev12o1,"Well hello there. Her voice is cool and friendly - not what you expected. ""May I interest you in some potions? In return... I ask for just a taste."" ""A taste? Of me?"" you ask. ""Just a nibble darling,"" she says. ""You'll barely feel a thing.""","No witam. Jej głos jest niespodziewanie chłodny i przyjazny. ""Czy mogę zainteresować cię kilkoma miksturami? W zamian... Daj mi tylko szkosztować"". ""Skosztować? Mnie?"" pytasz. ""Tylko skubnięcie, kochanie,"" odpowiada. ""Prawie nic nie poczujesz.""",
,ev12b1,Get a potion. [Lose 5 health],Weź miksturę. [Strać 5 życia],
,ev12b1o1,"Her teeth press into your neck. ""Oh delicious. May I tempt you again?""","Jej zęby zagłębiają się w twoją szyję. ""Pyszne. Mogę cię jeszcze skusić?""",
,ev12b2,No thanks!,"Nie, dzięki!",
,ev12b2o1,"Very well darling, she says. ""Though I am sorry to see you go.""","W porządku kochanie. ""Choć przykro mi że odchodzisz.""",
,ev12b2o1t1,"Your loss, my sweet.",Twoja strata skarbie.,
,ev12i1,"So vital. Mmm, delicious.","Taka żywotna, wyśmienita.",
,ev12i2,The proper ingredients for the potion...,Odpowiednie składniki mikstury...,
,ev12i3,We brew what we can  to do what we must,Warzymy co możemy by robić co musimy, WARNING: ENGLISH TEXT CHANGED #####################################################
,ev12i4,"A drop of red, a drop of green...","Kropla czerwieni, kropla zieleni...",
,ev12f1,My dear there are reasons why things are as they are.,"Kochany są powody, dla których rzeczy są takie, jakie są.",
,ev12f2,Come freely. Go safely darling.,Przyjdź gdy będziesz mieć ochotę. Idź bezpiecznie kochanie.,
,,,,
,ev13n,Trading up,Wymiana,
,ev13o1cr8,"A warning from your internal systems - someone here cannot be trusted. Through the darkness your mechanical eyes see him clearly - a rat. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Ostrzeżenie z twoich wewnętrznych systemów - komuś tutaj nie można ufać. Poprzez ciemność twoje mechaniczne oczy widzą go wyraźnie - szczura. ""Dokonajmy wymiany"" mówi. „Dam ci rzadszy przedmiot tego samego typu…” Chichocze. Nie ma gwarancji.", WARNING: AUTO-TRANSLATION #####################################################
,ev13o1,"Your snout wiggles as you inhale a musky odor. Someone here is in need of a bath. You turn around and standing there is a rat. You never heard him come out. ""Let's make a trade."" he says. ""I'll give you a rarer item of the same type...""  He chuckles. There are no guarantees.","Kręcisz nosem kiedy wdychasz piżmowy odór. Ktoś tu potrzebuje kąpieli. Odwracasz się i widzisz stojącego tam szczura. Nie było słychać kiedy się zjawił. ""Dokonajmy wymiany."" mówi. ""Dam ci rzadszy przedmiot tego samego typu...""  Chichocze. Nie ma żadnej gwarancji.", WARNING: ENGLISH TEXT CHANGED #####################################################
,ev13b1,Get a rarer item of the same type,Zdobądź rzadszy przedmiot tego samego typu,
,ev13b1o1,"He takes the item and examines it. ""How's this for a trade?"" There's no time to say no.","Bierze przedmiot i bada go. ""Co powiesz na taką wymianę?"" Nie ma czasu żeby odmówić.",
,ev13b1o1t1,Hehehe,Hehehe,
,ev13b1o1t2,Hope ya' like it,Mam nadzieję że ci się podoba,
,ev13b1o1t3,No take backsies,Żadnych zwrotów,
,ev13b2,No thanks,"Nie, dzięki",
,ev13b2o1,"You see his tail flick ominously beneath his cloak. A smile crosses his lips. ""Come now,"" he says. ""I think you'll see it's in your interest.""","Widzisz jak lego ogon porusza się niebezpiecznie pod płaszczem. Uśmieszek wkracza na jego usta. ""No weź"" mówi. ""Myślę że będzie to w twoim interesie.""",
,ev13b2o1t1,Don't resist this deal,Nie opieraj się temu układowi,
,ev13b2o1t2,Let me tempt you,Pozwól mi się skusić,
,ev13b2o1t3,"Come now, let's trade","No chodź, wymieńmy się",
,ev13i1,What are ya' trading?,Czym handlujesz?,
,ev13i2,Lets make a deal!,Zawrzyjmy umowę!,
,ev13i3,Care to do a trade?,Chcesz się wymienić?,
,ev13f1,He he he,He he he,
,ev13f2,What a sucker...,Co za frajer...,
,,,,
,ev14n,Shady Trader,Podejrzany Kupiec,
,ev14o1,"His cloak billows as he steps out from the shadows. ""We can make a trade, you and I."" he says. You know risks are involved.","Jego płaszcz faluje gdy wyłania się z ciemności. ""Możemy się wymienić, ty i ja"" mówi. Wiesz, że wiąże się to z ryzykiem.",
,ev14b1,Get a different item of the same rarity,Weź inny przedmiot o tej samej rzadkości,
,ev14b1o1,He takes your item and from his cloak pulls a replacement.,Bierze twój przedmiot i wyciąga z płaszcza zamiennik,
,ev14b2,No thanks!,"Nie, dzięki!",
,ev14b2o1,"Very well, he says. ""But can I perhaps change your mind?""","No dobrze, mówi. ""Ale może zmienisz zdanie?""",
,ev14b2o1t1,The offer still stands.,Oferta jest wciąż aktualna,
,,,,
,ev15n,squirrel patrol,Wiewiórzy patrol,
,ev15o1,"The squirrel looks at you absent mindedly. ""Long ago I retired from the patrol"", he says. ""Now I spend my days adventuring and reliving my glory days. I don't need much of my old equipment anymore. Can I interest you in something?""","Wiewiórka patrzy się na ciebie nieobecnym wzrokiem. ""Odszedłem z patrolu na emeryturę dawno temu"", mówi. ""Teraz spędzam czas poszukując przygód przeżywając na nowo stare dzieje. Nie potrzebuję już tyle sprzętu. Czy mogę cię czymś zainteresować?""",
,ev15b1,"""I'll take a shield""","""Wezmę tarczę""",
,ev15b1o1,"From beneath his bushy tail, he pulls a shield. ""This may protect you. Remember, loot is only valuable if you make it back alive.""","Spod puchatego ogona wyciąga tarczę. ""To może cię ochronić Pamiętaj, łup jest wartościowy tylko wtedy, gdy wrócisz żywy.""",
,ev15b1o1t1,I hope the shield serves you well!,Mam nadzieję ze tarcza dobrze ci posłuży!,
,ev15b2,"""I'll take a weapon""","""Wezmę broń""",
,ev15b2o1,"He reaches into his tunic and pulls out a weapon, tossing it to you.",Sięga do tuniki wyciągając broń i rzuca ją do ciebie.,
